number,grade,module,week,question_stem,choice,correct_answer
454,8,2,3,22. 用方形电脉冲刺激蟾蜍坐骨神经干，下列叙述正确的是(2.0分),A.C.刺激电极负极下神经干兴奋性降低 B.B.刺激电极正极下神经干兴奋性增加 C.A.刺激电极正极下神经干去极化，刺激电极负极下神经干超极化 D.D.刺激电极负极下神经干兴奋性增加,D.D.刺激电极负极下神经干兴奋性增加
782,9,2,3,9. 听觉过敏主要是损伤同侧的哪个颅神经(2.0分),A.Ⅴ B.Ⅶ C.Ⅷ D.Ⅸ,B.Ⅶ
475,8,2,3,43. 音叉放置前额，主要用于测定哪个耳朵(2.0分),A.咽鼓管更长 B.外听道更大 C.对频率的感觉范围更广 D.传导性或感音性耳聋,D.传导性或感音性耳聋
3354,16,2,3,35. 继发性三叉神经痛与原发性三叉神经痛主要鉴别特征是，触发点的存在(2.0分),A.伴有神经系统损伤的体征 B.伴有角膜炎 C.伴有口腔疾患 D.疼痛范围小,B.伴有角膜炎
146,7,2,3,46. 有关感受器电位的叙述，错误的是(2.0分),A.以电紧张形式扩布 B.是一种过渡性慢电位，在一定范围内其大小与刺激强度成正比 C.具有总和现象，不具有"全或无"性质 D.具有"全或无"性质，不具有总和现象,D.具有"全或无"性质，不具有总和现象
105,7,2,3,5. 脊髓中央灰质病变引起 (2.0分),A.双侧痛温觉、触觉及深感觉均下降 B.双侧节段性分布的触觉及深感觉下降而痛温觉保留 C.双侧节段性分布的痛温觉下降而触觉及深感觉保留 D.感觉障碍不影响,C.双侧节段性分布的痛温觉下降而触觉及深感觉保留
777,9,2,3,4. 右侧胸４至胸１２痛觉消失，触觉存在是由于(2.0分),A.中央T4－T12灰质损害 B.右侧T4－T12后根损害 C.右侧T4－T12后角损害 D.右侧T2－T10后角损害,D.右侧T2－T10后角损害
103,7,2,3,3. 左侧视束病变引起 (2.0分),A.左侧单眼盲 B.右侧同向性偏盲 C.左侧同向性偏盲 D.左眼鼻侧盲,B.右侧同向性偏盲
102,7,2,3,2. 头不能向左侧偏以对抗检查者的阻力是： (2.0分),A.右侧胸锁乳突肌瘫痪 B.左侧胸锁乳突肌瘫痪 C.左侧斜方肌瘫痪 D.右侧斜方肌瘫痪,A.右侧胸锁乳突肌瘫痪
439,8,2,3,7. 交叉性感觉障碍因累及(2.0分),A.同侧的三叉神经脊束核和对侧的脊髓丘脑束 B.同侧的三叉神经感觉核和对侧的脊髓丘脑束 C.对侧的三叉神经脊束核和同侧的脊髓丘脑束 D.同侧的三叉神经运动核和对侧的脊髓丘脑束,A.同侧的三叉神经脊束核和对侧的脊髓丘脑束
3338,16,2,3,19. 副交感神经系统不具有的特点是 (2.0分),A.节前纤维长，节后纤维短 B.不支配某些脏器  C.紧张性活动 D.在应急反应中活动明显增强,D.在应急反应中活动明显增强
3652,17,2,3,3. 以下关于蟾蜍坐骨神经干复合动作电位的叙述正确的是(2.0分),A.具有"全或无"的特性 B.在阈刺激和最大刺激强度之间，动作电位幅度与刺激强度呈正变关系 C.兴奋一旦产生记录到动作电位，其幅度将随刺激强度的增大而增大。 D.兴奋一旦产生记录到动作电位，其幅度将不随刺激强度而改变,B.在阈刺激和最大刺激强度之间，动作电位幅度与刺激强度呈正变关系
107,7,2,3,7. 丘脑引起的感觉障碍很少出现： (2.0分),A.感觉过度 B.深感觉障碍重于浅感觉 C.自发性疼痛 D.复合感觉障碍,D.复合感觉障碍
110,7,2,3,10. 左眼不能闭合，示齿时口角向左歪是 (2.0分),A.右侧中枢性面瘫 B.左侧中枢性面瘫 C.左侧周围性面瘫 D.右侧周围性面瘫,C.左侧周围性面瘫
106,7,2,3,6. 常出现后索损害的以下哪项除外(2.0分),A.糖尿病 B.神经梅毒 C.后侧索联合变性 D.带状疱疹,D.带状疱疹
130,7,2,3,30. 两引导电极间距15mm，蟾蜍坐骨神经干BAP正相振幅大于负相振幅的主因是(2.0分),A.BAP传导至正引导电极的距离远于负引导电极，致CAP减小 B.负引导电极处的神经纤维数量多于正引导电极 C.引导电极间距离小于AP波长，正、负相AP叠加 D.AP随传导距离的增加而衰减,C.引导电极间距离小于AP波长，正、负相AP叠加
3651,17,2,3,2. 最大刺激强度是指在刺激时间和强度变化率不变情况下(2.0分),A.刚能引起组织细胞兴奋的最小刺激强度 B.引起组织细胞兴奋的最小刺激 C.引起组织细胞最大兴奋的最大刺激强度 D.引起组织细胞最大兴奋的最小刺激强度,D.引起组织细胞最大兴奋的最小刺激强度
784,9,2,3,11. 用方形电脉冲刺激组织，方形电脉冲的刺激"三要素"是 (2.0分),A.方形电脉冲的幅度、波宽、方波前沿的强度变化率 B.方形电脉冲的幅度、波宽、方波后沿的强度变化率 C.方形电脉冲的幅度、频率、方波前沿的强度变化率 D.方形电脉冲的幅度、波宽、频率,A.方形电脉冲的幅度、波宽、方波前沿的强度变化率
3333,16,2,3,14. 丘脑中不发出特异投射纤维的核团是   (2.0分),A.内侧膝状体 B.外侧膝状体 C.后腹核 D.束旁核,D.束旁核
132,7,2,3,32. 下列叙述正确的是(2.0分),A.神经干的神经冲动传导速度与实验环境温度无关 B.神经干的神经冲动传导速度与神经干的兴奋性有关 C.神经干的神经冲动传导速度与刺激强度有关 D.神经干的神经冲动传导速度与神经干受刺激和引导的方向有关,A.神经干的神经冲动传导速度与实验环境温度无关
