number,grade,module,week,question_stem,choice,correct_answer
211,7,2,5,11. 清醒状态下的正常人几乎没有下列哪种节律波：(2.0分),A.15-25 Hz B.8-13 Hz C.4-7 Hz D.<4 Hz,D.<4 Hz
1223,10,2,5,17. 脑代谢显像最常用的显像剂是：(2.5分),A.99mTc-ECD B.99mTc-MDP C.18F-FDG D.99mTc-HMPAO,C.18F-FDG
904,9,2,5,31. 正常成人在放松、闭眼状态下，枕部和顶部的脑电活动表现为：(2.0分),A.0-3 Hz B.4-7 Hz C.8-12 Hz D.13-25 Hz,C.8-12 Hz
1244,10,2,5,38. A 60-year-old man has Parkinson's disease. He is started on treatment with L- dopa and dopa decarboxylase inhibitor therapy. But he continues to have troublesome tremor. Which of the following drugs would be most likely to help?    (2.5分),A.Tolcapone.  B.Benzexol.  C.Propranolol  D.Artane ,D.Artane 
3564,17,2,5,15. 根据美国心内科专家弗雷德曼等人的研究结果，以下哪项是与冠心病发病有关的危险因素(2.0分),A.A型人格 B.B型人格 C.C型人格 D.D型人格,A.A型人格
1243,10,2,5,37. A 65-year-old man presents with "hand tremors". This may be eventually attributed to the following conditions EXCEPT:   (2.5分),A.Brain stem tumor B.Thyrotoxicosis C.Senility D.lschemic injury to the Subthalmic nucleus,A.Brain stem tumor
1215,10,2,5,9. 单用时无抗帕金森病作用的药物是 (2.5分),A.Pergolide B.Carbidopa C.Trihexyphenidyl D.L-dopa,B.Carbidopa
213,7,2,5,13. 下列不能用于治疗帕金森病的药物有 (2.0分),A.Selegiline（司来吉兰） B.L-dopa C.Diazepam D.Trihexyphenidyl（苯海索）,C.Diazepam
917,9,2,5,44. Parkinson's disease is mainly caused by loss of neurons that secret_____. (2.0分),A.Ach. B.Norepinephrine. C.GABA. D.Dopamine.,D.Dopamine.
2522,14,2,5,30. 年轻男性，因"头疼2天"入院。头颅CT提示蛛网膜下腔出血。头颅CTA未见异常。下面哪项检查可以进一步明确病因 (2.0分),A.头颅MRA  B.头颅增强MRI C.DSA D.腰椎穿刺,C.DSA
1587,11,2,5,26. 新纹状体神经元使用的主要神经递质是(3.0分),A.谷氨酸 B.乙酰胆碱 C.多巴胺 D.GABA  ,D.GABA  
1228,10,2,5,22. 下列哪些因素不会导致帕金森病中蛋白异常聚集：(2.5分),A.蛋白折叠异常 B.异常蛋白质清除机制障碍 C.Huntintin基因突变 D.线粒体功能异常,C.Huntintin基因突变
1589,11,2,5,28. 不是反牵张反射的成分的是(3.0分),A.肌腱 B.Ia类传入纤维 C. 运动神经元 D.抑制性中间神经元  ,B.Ia类传入纤维
1213,10,2,5,7. 下列药物组合能增强疗效的是 (2.5分),A.L-dopa与vitamine B6 B.L-dopa与metoclopramide C.L-dopa与trihexyphenidyl D.L-dopa与chlorpromazine,C.L-dopa与trihexyphenidyl
1242,10,2,5,"36. The neurotoxin 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) has recently been applied experimentally with considerable success as a model for(2.5分)",A.Huntington's disease B.Hemiballism C.Parkinson's disease D.Tardive dyskinesia,C.Parkinson's disease
1211,10,2,5,5. 下面哪种药物不用于治疗帕金森病 (2.5分),A.Pethidine B.L-dopa C.Selegiline D.Amantatine,A.Pethidine
222,7,2,5,22. Which type of the study designs can minimize the recalling bias?(2.0分),A.Retrospective cohort study B.Case-control study  C.Cross-sectional study D.Prospective cohort study,D.Prospective cohort study
206,7,2,5,6. 迄今为止，在家族性PD中发现多个遵循孟德尔方式遗传的突变基因，其中以下哪些不是以隐性方式遗传？ (2.0分),A.PINK1 B.PARKIN C.DJ-1 D.SNCA,D.SNCA
922,9,2,5,49. The basic pathological mechanism of hepatolenticular degeneration is:(2.0分),A.Biliary copper discharge obstacles B.The dyssynthesis of ceruloplasmin  C.Abnormal proteins within the cell. D.Lysosomal defects,B.The dyssynthesis of ceruloplasmin 
202,7,2,5,2. The following regions have mainly GABAergic output neurons Except-: (2.0分),A.The external segment of the globus pallidus (GPe) B.The caudate nucleus and the putamen. C.The pars compacta of the substantia nigra D.The internal segment of the globus pallidus (GPi).,C.The pars compacta of the substantia nigra
921,9,2,5,48. Which is true concerning the clinical features of Parkinson's disease: (2.0分),A.Most patients present with dysphagia B.The majority of patients are above their optimal weight C.Tremor is typically unilateral at onset D.Accelerated mental retardation will occur in early stages,C.Tremor is typically unilateral at onset
236,7,2,5,"36. Information bias include all of the following biases, EXCEPT-(2.0分)",A.Volunteer bias B.Recalling bias C.Interviewer bias D.Exposure  Suspicion bias　　,A.Volunteer bias
1584,11,2,5,23. 一个运动单元所必须包括的运动神经元是(3.0分),A.α运动神经元 B.β运动神经元 C.γ运动神经元  D.上述三种神经元 ,A.α运动神经元
1240,10,2,5,34. 按照频率由高到低次序排列，脑电波类型的顺序应是(2.5分),A.β、α、θ和δ B.α、β、θ和δ C.θ、δ、β和α D.β、θ、α和δ,A.β、α、θ和δ
226,7,2,5,26. 遗忘机制的假说包括(2.0分),A.压抑说 B.衰减说 C.线索依赖说 D.三者皆有,D.三者皆有
1210,10,2,5,4. NEO-PI-R人格特质模式中除了神经质、宜人质，还包括(2.5分),A.外向性 B.责任心 C.开放性 D.三者皆有,D.三者皆有
2251,13,2,5,28. 大五人格特质除了神经质、宜人质，还包括(2.0分),A.外向性 B.责任心 C.开放性 D.三者皆有,D.三者皆有
