,grade,module,week,question_stem,choice,correct_answer
251,6,5,7,1. 寄生虫成虫或有性阶段寄生的宿主叫(2.0分),A.第二中间宿主 B.第一中间宿主 C.保虫宿主 D.终宿主 E.转续宿主,D.终宿主
252,6,5,7,2. 属于生物源性蠕虫的是: (2.0分),A.蛲虫  B.蛔虫  C.钩虫  D.鞭虫  E.丝虫,E.丝虫
253,6,5,7,3. 似蚓蛔线虫幼虫对人的危害主要是(2.0分),A.肺部损伤 B.消化道症状 C.血管炎 D.肝炎 E.并发症,A.肺部损伤
254,6,5,7,4. 人感染蛔虫是由于误食了：(2.0分),A.成虫   B.受精虫卵   C.蚴虫   D.未受精虫卵   E.感染期含蚴卵,E.感染期含蚴卵
255,6,5,7,5. 钩虫吸血时咬附部位的伤口不易凝血，主要是由于(2.0分),A.口囊内板齿的作用 B.口囊内钩齿的作用 C.分泌抗凝素 D.成虫机械刺激作用 E.成虫代谢产物所致过敏反应,C.分泌抗凝素
256,6,5,7,6. 钩虫对人体危害中最常见的是: (2.0分),A.低色素小细胞性贫血   B.异嗜症       C.消化不良           D.钩蚴性皮炎         E.钩蚴性肺炎,A.低色素小细胞性贫血  
257,6,5,7,7. 防治蛲虫病的关键在于(2.0分),A.及时治疗 B.不用新鲜人粪施肥 C.保持环境的干燥 D.不吃生的食物 E.防止再感染,E.防止再感染
258,6,5,7,8. 蛲虫引起的主要病症是：(2.0分),A.肛门瘙痒   B.贫血   C.发烧   D.营养不良   E.异位损害,A.肛门瘙痒  
259,6,5,7,9. 在诊断丝虫感染时，用于鉴定虫种的虫期通常为(2.0分),A.丝状蚴 B.腊肠蚴 C.杆状蚴 D.成虫 E.微丝蚴,E.微丝蚴
260,6,5,7,10. 丝虫成虫寄生于(2.0分),A.肝 B.脑 C.淋巴系统 D.血液 E.消化道,C.淋巴系统
261,6,5,7,11. 除下列哪项外，均为吸虫的发育阶段(2.0分),A.尾蚴 B.胞蚴 C.雷蚴 D.毛蚴 E.囊尾蚴,E.囊尾蚴
262,6,5,7,12. 华支睾吸虫病的感染方式主要是(2.0分),A.接触疫水 B.吃未煮熟的猪肉 C.经昆虫叮咬 D.喝生水 E.吃生的或未煮熟的淡水鱼肉,E.吃生的或未煮熟的淡水鱼肉
