,grade,module,week,question_stem,choice,correct_answer
207,6,6,6,1. A 45 year-old G5P5 premenopausal woman was initially seen in your office for work-up and evaluation of a FIGO stage 2 endometrial cancer that was diagnosed by her gynecologist. Which of the following is the most appropriate treatment for this patient? (2.0分),"A.Vaginal hysterectomy with bilateral salpingo-oophorectomy B.Total laparoscopic hysterectomy with bilateral salpingo-oophorectomy C.Total abdominal hysterectomy, bilateral salpingo-oophorectomy, bilateral pelvic and para-aortic lymphadenectomy, pelvic washings D.Supracervical abdominal hysterectomy with ovarian preservation E.Megace","C.Total abdominal hysterectomy, bilateral salpingo-oophorectomy, bilateral pelvic and para-aortic lymphadenectomy, pelvic washings"
208,6,6,6,2. The primary mode of treatment for endometrial carcinoma confined to the uterine corpus is(2.0分),A.Chemotherapy B.Intracavitary radium C.Hysterectomy D.External beam radiation E.Progestin therapy,C.Hysterectomy
209,6,6,6,3. I期子宫内膜癌患者应行：(2.0分),A.孕激素治疗 B.广泛子宫切除术及双侧盆腔淋巴结及腹主动脉旁淋巴结清扫术 C.放射治疗 D.筋膜外全子宫切除术及双侧附件切除术 E.化疗 ,D.筋膜外全子宫切除术及双侧附件切除术
210,6,6,6,4. 子宫肌瘤短期内迅速增大或伴有阴道流血应考虑(2.0分),A.囊性变 B.感染 C.红色变性 D.脂肪样变 E.肉瘤样变,E.肉瘤样变
211,6,6,6,5. 子宫内膜癌的主要转移途径是(2.0分),A.直接蔓延 B.种植转移 C.血行转移 D.淋巴转移 E.自发性转移,A.直接蔓延
212,6,6,6,6. 关于人工破膜的描述，下列错误的是：(2.0分),A.破膜应在宫缩期进行 B.破膜时必须检查有无脐带先露 C.宫口扩张3cm或3cm以上可行人工破膜 D.破膜后术者手指应停留在阴道内，经过1～2次宫缩，待胎头入盆后，再将手指取出  E.无头盆不称、胎头已衔接者，可行人工破膜,A.破膜应在宫缩期进行
213,6,6,6,7. 女性，25岁，已婚。停经50余天，阴道不规则流血2周，妇科检查：宫颈光，子宫增大如孕3个多月，附件无殊，尿HCG(+)，B超呈"落雪状图像"改变。最可能的诊断是(2.0分),A.葡萄胎 B.子宫肌瘤 C.子宫内膜癌 D.子宫内膜增殖症 E.子宫内膜炎,A.葡萄胎
214,6,6,6,8. 关于子宫肌瘤的手术治疗，下述哪项是不正确的(2.0分),A.突出于阴道内的粘膜下肌瘤应行手术治疗 B.肌瘤症状明显，经保守治疗无效者应考虑手术 C.近绝经期，子宫如孕2个月大小，症状轻者，可暂不手术 D.年轻，未生育过的妇女肌壁间肌瘤不论多发或单发，均应手术 E.疑有恶变者不宜行剔除术,D.年轻，未生育过的妇女肌壁间肌瘤不论多发或单发，均应手术
215,6,6,6,9. CIN的确诊方法：(2.0分),A.B超检查 B.阴道经检查 C.碘试验 D.宫颈刮片细胞学检查 E.宫颈活组织检查,E.宫颈活组织检查
216,6,6,6,10. 患者出现一次同房后出血，最不可能的疾病是：(2.0分),A.宫颈癌 B.输卵管癌 C.宫颈糜烂  D.乳头状瘤 E.子宫内膜癌转移到宫颈,B.输卵管癌
217,6,6,6,11. 女性患者，６５岁，长期外阴瘙痒，久治不愈，为明确诊断，可行： (2.0分),A.外阴活检 B.外阴ＨＰＶ检查 C.阴道镜检查 D.碘试验 E.药物试验性治疗,A.外阴活检
