,grade,module,week,question_stem,choice,correct_answer
197,6,4,5,1. 下列哪项指标是反映破骨的生化指标(2.0分),A.CICP B.骨钙素 C.ALP  D.CTX,D.CTX
198,6,4,5,2. 有关三发性甲旁亢的叙述正确的是(2.0分),A.除了甲状旁腺外，还有另外两个内分泌腺出现病变，临床上以甲旁亢症状为主，叫三发性甲旁亢 B.临床上最常见的甲旁亢是三发性甲旁亢 C.恶性肿瘤转移至三个甲状旁腺引起的甲旁亢叫三发性甲旁亢 D.有三个甲状旁腺腺体原发疾病引起的甲旁亢，叫三发性甲旁亢 E.在继发甲旁亢的基础上，由于腺体受到持久的刺激，部分增生组织转变成腺瘤，自主性分泌过多的PTH，叫三发性甲旁亢,E.在继发甲旁亢的基础上，由于腺体受到持久的刺激，部分增生组织转变成腺瘤，自主性分泌过多的PTH，叫三发性甲旁亢
199,6,4,5,3. 下列哪项属于甲状旁腺激素的作用？(2.0分),A.促进1，25-二羟维生素D3形成 B.抑制骨钙入血  C.使血磷升高 D.抑制远曲小管和集合管对钙的重吸收 E.促进磷酸盐的重吸收,A.促进1，25-二羟维生素D3形成
200,6,4,5,4. Which of the following is not involved in regulating plasma Ca2+ levels? (2.0分),A.Liver B.Kidneys C.Lungs D.Skin E.Intestine,C.Lungs
201,6,4,5,"5. PTH and PTHrP activate the same receptor, but their effects are different. How is this possible? (2.0分)","A.PTH acts on the brain, whereas PTHrP does not B.When PTH binds to the common receptor, it activates adenylyl cyclase, whereas PTHrP activates phospholipase C C.Plasma PTH is high when plasma PTHrP is low and vice versa D.For unknown reasons, PTHrP acts mainly on fetal tissues, whereas PTH acts mainly on adult tissues E.There is an additional receptor in the body that responds to PTH but not to PTHrP",E.There is an additional receptor in the body that responds to PTH but not to PTHrP
202,6,4,5,6. 什么往往是骨质疏松症的首发症状或就医原因。 (2.0分),A.身高变矮，驼背畸形 B.疼痛 C.骨密度低下 D.骨折,D.骨折
203,6,4,5,7. 甲状旁腺素对血液钙磷浓度的调节作用表现为(2.0分),A.升高血钙浓度、降低血磷浓度 B.降低血钙浓度、不影响血磷浓度 C.降低血钙浓度、升高血磷浓度 D.升高血钙浓度、不影响血磷浓度 E.升高血钙、血磷浓度,A.升高血钙浓度、降低血磷浓度
204,6,4,5,8. 甲状旁腺激素对骨的主要作用是(2.0分),A.抑制骨吸收 B.促进钙离子释出 C.抑制磷离子释出 D.抑制钙离子释出 E.释出镁离子,B.促进钙离子释出
205,6,4,5,9. 甲状旁腺激素对肾脏的主要作用是(2.0分),A.促进钙离子排除 B.促钠、钾排出 C.抑制磷的回吸收 D.促进磷的回吸收 E.尿酸化,C.抑制磷的回吸收
206,6,4,5,10. 原发性甲状旁腺亢进症最有价值的诊断依据是：(2.0分),A.甲状旁腺素+血钙 B.甲状旁腺素+血磷 C.肾小管磷再吸收试验 D.血钙、血磷 E.磷清除试验,A.甲状旁腺素+血钙
207,6,4,5,11. 影响PTH分泌最重要的因素是：(2.0分),A.血磷浓度  B.血镁浓度 C.血钙浓度 D.血中儿茶酚胺浓度 E.血中前列腺素浓度,C.血钙浓度
208,6,4,5,12. 内分泌性高血压为继发性高血压的常见病因之一，下列疾病能引起高血压的是： (2.0分),A.原发性醛固酮增多症 B.甲状腺功能亢进症 C.嗜铬细胞瘤  D.库欣氏综合症 E.以上均可,E.以上均可
209,6,4,5,13. 总钙浓度小于多少，无论有无症状均应进行治疗(2.0分),A.1.975mmol/L B.2.175mmol/L C.2.575mmol/L D.1.875mmol/L E.2.075mmol/L ,D.1.875mmol/L
210,6,4,5,14. 体内调节血钙水平最重要的激素是：(2.0分),A.降钙素 B.维生素D C.甲状旁腺激素 D.醛固酮  E.以上都不是,C.甲状旁腺激素
211,6,4,5,15. 下列哪项不是高钙血症的心血管系统的临床表现(2.0分),A.心肌兴奋性增加 B.可合并高血压 C.易出现洋地黄中毒 D.易出现心律失常 E.QT期间和ST段明显延长,E.QT期间和ST段明显延长
212,6,4,5,16. 皮质醇增多症系由多种原因引起肾上腺皮质分泌过多糖皮质激素所致。病因以下列哪种为最常见：(2.0分),A.肾上腺腺瘤 B.垂体瘤致肾上腺双侧增生 C.肾上腺腺癌 D.异位ACTH综合症 E.先天性肾上腺增生,B.垂体瘤致肾上腺双侧增生
213,6,4,5,17. 肢端肥大症中最多见于哪一段年龄 (2.0分),A.31~40岁 B.51~60岁 C.41~50岁 D.21~30岁 E.61~70岁,A.31~40岁
214,6,4,5,18. ARR比值对进一步原醛筛查有意义？(2.0分),A.30倍 B.5倍 C.10倍 D.20倍 E.40倍,D.20倍
215,6,4,5,19. 正常人血浆钙、磷乘积为(2.0分),A.41-50 B.35-40 C.20-30 D.31-40 E.51-60,B.35-40
216,6,4,5,20. 肾上腺皮质癌伴转移者首选(2.0分),A.双氯苯二氯乙烷 B.安体舒通 C.甲吡酮 D.氨基导眠能 E.酮康,A.双氯苯二氯乙烷
217,6,4,5,21. 下列哪项疾病需与肢端肥大症鉴别(2.0分),A.甲状腺功能亢进 B.手足皮肤骨膜肥厚症 C.皮质醇增多症 D.糖尿病 E.泌乳素瘤 ,B.手足皮肤骨膜肥厚症
218,6,4,5,22. 发生脆性骨折的常见部位为(2.0分),A.肱骨近端 B.髋部 C.桡尺骨远端 D.胸腰椎 E.以上都是,E.以上都是
219,6,4,5,23. I 型(绝经后)骨质疏松是什么型骨质疏松 (2.0分),A.低转换型 B.高转换型 C.平衡型 D.快速型,B.高转换型
