,grade,module,week,question_stem,choice,correct_answer
257,6,6,7,1. 题干：患者，24岁，1-0-2-1，妊娠43周，家中接生婆接生未成功，临产25小时送至我院，入院时孕妇痛苦异常，子宫呈葫芦状，子宫下端压痛，肉眼血尿。血压120／60ｍｍＨｇ，心率95次／分，胎心未闻及。本例诊断无关的项目为： (3.0分),A.滞产 B.过期妊娠 C.子宫先兆破裂 D.泌尿系感染 E.死产,D.泌尿系感染
258,6,6,7,2. 此时应采取的处理措施为： (3.0分),A.麻醉下行内转胎位术 B.断头术或碎胎术 C.外转胎位术 D.剖宫产术 E.上肢还纳术,D.剖宫产术
259,6,6,7,3. 采取上述处理措施的理由为： (3.0分),A.宫口开全，可行内倒转术 B.诊为先兆子宫破裂，应行剖宫产术 C.因胎儿已死，应行碎胎术或断头术 D.死胎应争取阴道分娩 E.经产妇肩先露应行上肢还纳术,B.诊为先兆子宫破裂，应行剖宫产术
260,6,6,7,4. 题干：初产妇28岁，40周妊娠，凌晨3时临产，当晚8时宫口开全，宫缩20″/2′，至10时10分宫缩持续20″/4′，胎心率140次/分，羊水Ⅰ污染，阴道检查胎头棘下+3cm，胎头矢状缝与母体骨盆前后径一致，后囟在前方。最正确的诊断为 (3.0分),A.胎儿宫内窘迫  B.ROA C.滞产 D.第二产程延长 E.胎头内旋转受阻,D.第二产程延长
261,6,6,7,5. 最恰当的处理为(3.0分),A.继续观察  B.腹部加压助娩 C.会阴侧切+产钳助娩 D.给予缩宫素 E.剖宫产,C.会阴侧切+产钳助娩
262,6,6,7,6. A prolonged second stage of labor in the primigravid patient lasts longer than：(3.0分),A.1.0 hours B.2.0 hours C.8.0 hours  D.6.0 hours E.4.0 hours,B.2.0 hours
263,6,6,7,7. Which of the following patients are more likely than others to have uterine atony and hemorrhage after delivery? (3.0分),A.Prolonged labor B.Primigravidas C.Hypertensive disorders D.Pudendal anesthesia for delivery E.Obesity,A.Prolonged labor
264,6,6,7,"8. A 32-year-old (G3P1) at term is admitted in labor with an initial cervical examination of 6cm dilatation, complete effacement, and the vertex at -1 station. Estimated fetal weight is 3.8kg, and her first pregnancy resulted in an uncomplicated vaginal delivery of a 3.8kg infant. After 2 hours, there is no cervical change. An intrauterine pressure catheter is placed. This shows two contractions in a 10-minute period, each with a strength of 30 mmHg. What is this abnormality of labor termed?(3.0分)",A.prolonged latent phase B.active-phase arrest C.failure of decent D.arrest of latent phase E.protraction of descent ,B.active-phase arrest
265,6,6,7,9. Which of the following best describes a missed abortion？ (3.0分),A.It is the death of the fetus that the patient does not realize has occurred. B.It is the death of the fetus in which the products of conception are retained after the embryo or fetus has died. C.It is the death of the fetus in which the products of conception are partially expelled. D.It is the death of the fetus in which the products of conception cause bleeding and there is an open cervical os.  E.It is the death of the fetus in which the products of conception are no longer recognizable.,B.It is the death of the fetus in which the products of conception are retained after the embryo or fetus has died.
266,6,6,7,10. 首先考虑可能诊断为(4.0分),A.先兆流产 B.异位妊娠 C.葡萄胎 D.阑尾脓肿破裂 E.右卵巢囊肿蒂扭转,B.异位妊娠
267,6,6,7,11. 妊娠晚期羊水量少于多少被称为羊水过少：(3.0分),A.100ML B.300ML C.500ML D.1000ML E.2000ML,B.300ML
268,6,6,7,12. 孕妇28岁，第一胎，孕38周，定期产前检查无异常，今日门诊检查时作NST为阴性，无宫缩。下列处理哪项最适合?(3.0分),A.可确诊为胎儿窘迫 B.应立即行剖宫产术 C.应取胎儿头皮血协助诊断胎儿窘迫 D.应进一步作OCT E.正常现象，无需处理,D.应进一步作OCT
269,6,6,7,13. 预防胎儿窘迫不包括:(3.0分),A.左侧卧位 B.积极防治妊高征 C.防止胎膜早破 D.做阴道检查 E.合理使用催产素,D.做阴道检查
270,6,6,7,14. 胎膜早破定义：(3.0分),A.孕37周前出现胎膜破裂 B.临产后出现胎膜破裂 C.胎儿娩出前出现胎膜破裂 D.临产前出现胎膜破裂 E.见红前出现胎膜破裂,D.临产前出现胎膜破裂
271,6,6,7,15. 妊娠达到或超过几周称为过期妊娠：(3.0分),A.28周 B.37周 C.40周 D.41周 E.42周,E.42周
272,6,6,7,16. 下面哪项不是多胎妊娠终止妊娠的指征：(3.0分),A.胎儿畸形 B.孕40周，B超提示胎盘Ⅲ级 C.孕妇出现浮肿，血压160/110mmHg，尿蛋白++ D.B超提示羊水指数24cm，孕妇呼吸困难 E.孕妇长期卧床保胎，出现便秘,E.孕妇长期卧床保胎，出现便秘
273,6,6,7,"17. A 37-gestational-week primipara is complicated with moderate preeclampsia. She felt suddenly severe abdominal pain, dizzy, and a little vaginal bleeding. She is pale and her BP is 11/7kPa（83/53mmHg）. The obstetrical examination indicates the uterus is stiff and tenderness, the fetus is head presentation, the fetal heart sound is unclear and the cervical os is unopen. The most proper treatment is:(3.0分)","A.B ultrasound examination B.by artificial rupture of membrane to induce labor C.blood transfusion, fluid replacement and talking with her relatives D.immediately cesarean section E.using fetal monitor for fetal heart surveillance",D.immediately cesarean section
274,6,6,7,18. 在妊娠期间可以诊断器质性心脏病的体征主要是 ：(3.0分),A.心率达120次/分  B.心尖有II级收缩期吹风样杂音 C.心律失常，有期前收缩  D.心尖部有舒张期雷鸣样杂音 E.心界稍向左扩大,D.心尖部有舒张期雷鸣样杂音
275,6,6,7,19. 心脏病孕妇最易发生心衰的时间是：(3.0分),A.妊娠足月  B.妊娠32~34周  C.妊娠32~34周及以后 D.妊娠37~40周  E.妊娠早期,C.妊娠32~34周及以后
276,6,6,7,20. 关于心脏病患者早孕终止妊娠的指征下述哪项不当：(3.0分),A.有心衰病史者 B.伴有肺动脉高压表现者 C.心功能II级或以上者 D.严重心肌损害者 E.风湿活动期,C.心功能II级或以上者
277,6,6,7,21. 初产妇，25岁，曾因感冒诱发心力衰竭，现妊娠13周就诊。以下哪项为正确的临床处理：(3.0分),A.继续妊娠，无特殊处理 B.继续妊娠，口服地高辛预防心衰 C.终止妊娠，行负压吸宫术 D.终止妊娠，行钳刮术 E.继续妊娠，加强产前监护,E.继续妊娠，加强产前监护
278,6,6,7,22. A 34-year-old woman is noted to have significant uterine bleeding after a vaginal delivery complicated by placenta abruption.She is noted to be bleeding from multiple venipuncture sites.Which of the following is the best therapy? (3.0分),A.Immediate hysterectomy B.Packing of the uterus C.Hypogastric artery ligation D.Ligation of utero-ovarian ligament E.Correction of coagulopathy,E.Correction of coagulopathy
279,6,6,7,23. 孕38周，诊断为胎盘早剥行剖宫产术，术中见子宫紫色，质软，胎儿胎盘娩出后，大量出血，注射宫缩剂并按摩子宫，出血不止，血压下降，应立即给予： (3.0分),A.止血药物 B.宫腔填塞 C.按摩子宫加热敷 D.子宫切除 E.大量输血补液等待血压上升,D.子宫切除
280,6,6,7,"24. A 24-year-old primigravid woman, who is intent on breast-feeding, decides on a home delivery. Immediately after the birth of a 4.1-kg (9-lb) infant, the patient bleeds massively from extensive vaginal and cervical lacerations. She is brought to the nearest hospital in shock. Over 2 hours, 9 units of blood are transfused, and the patient's blood pressure returns to a reasonable level. A hemoglobin value the next day is 7.5 g/dL, and 3 units of packed red blood cells are given. The most likely late sequela to consider in this woman is which of the following?  (3.0分)",A.Hemochromatosis B.Stein-Leventhal syndrome C.Sheehan syndrome D.Simmonds syndrome E.Cushing syndrome,C.Sheehan syndrome
281,6,6,7,25. 三维超声优势切面是：(3.0分),A.纵切面 B.冠状切面 C.横切面 D.多维切面,B.冠状切面
282,6,6,7,26. 胎儿双顶径测量超声最佳切面是：(3.0分),A.小脑平面 B.丘脑透明隔腔平面 C.侧脑室平面 D.枕下前囟径平面,B.丘脑透明隔腔平面
283,6,6,7,27. 以下哪个超声表现与卵巢恶性肿瘤的超声模式不相符：(3.0分),A.卵巢囊性包块5cm，内见分隔，膈较纤细，且有血流，阻力指数0.67； B.卵巢囊性实性包块5cm，实性部分见血流，阻力指数0.38； C.卵巢囊性包块5cm，内见分隔，膈较粗大，血流较丰富，阻力指数0.40； D.卵巢囊性包块5cm，包膜较厚，内壁乳头状，见血流。,A.卵巢囊性包块5cm，内见分隔，膈较纤细，且有血流，阻力指数0.67；
284,6,6,7,28. 胎儿双顶径切面上主要超声标志物是：(3.0分),A.透明隔腔 B.大脑镰 C.第三脑室 D.丘脑,D.丘脑
285,6,6,7,29. 子宫输卵管结核首先累及：(3.0分),A.子宫 B.输卵管 C.卵巢 D.宫颈,B.输卵管
286,6,6,7,30. 宫腔粘连的HSG表现：(3.0分),A.宫腔呈雕花样不规则充盈缺损 B.宫腔内圆形或类圆形充盈缺损 C.宫腔内多个大小不等充盈缺损似菊花样 D.宫腔扩大，张力低下,A.宫腔呈雕花样不规则充盈缺损
287,6,6,7,31. 卵巢纤维瘤的CT特征：(3.0分),A.盆腔内囊性肿块，无腹水，包膜明显强化。 B.盆腔内实性肿块，伴少量积液，强化明显。 C.盆腔内实性肿块，伴少量胸腹水，无明显强化。 D.盆腔内囊性肿块，伴少量胸腹水，无强化。,C.盆腔内实性肿块，伴少量胸腹水，无明显强化。
288,6,6,7,32. 卵巢单纯性囊肿的主要表现：(3.0分),A.薄壁、边界清楚、包膜完整、囊液较清的囊性块。 B.单纯的 清澈的包裹性囊性块。 C.厚壁囊性块。 D.囊液黏稠、包膜完整的囊性块。,A.薄壁、边界清楚、包膜完整、囊液较清的囊性块。
289,6,6,7,33. 卵巢畸胎瘤的CT特征：(3.0分),A.盆腔内类圆形囊性肿块 B.盆腔内类圆形实性肿块 C.盆腔内类圆形囊实性肿块 D.盆腔内类圆形含脂肪、牙齿或钙化斑块的混杂性肿块,D.盆腔内类圆形含脂肪、牙齿或钙化斑块的混杂性肿块
583,7,6,7,1. 子宫输卵管结核首先累及：(2.5分),A.子宫 B.输卵管 C.卵巢 D.宫颈,B.输卵管
584,7,6,7,2. 宫腔粘连的HSG表现：(2.5分),A.宫腔呈雕花样不规则充盈缺损 B.宫腔内圆形或类圆形充盈缺损 C.宫腔内多个大小不等充盈缺损似菊花样 D.宫腔扩大，张力低下,A.宫腔呈雕花样不规则充盈缺损
585,7,6,7,3. 卵巢畸胎瘤的CT特征：(2.5分),A.盆腔内类圆形囊性肿块 B.盆腔内类圆形实性肿块 C.盆腔内类圆形囊实性肿块 D.盆腔内类圆形含脂肪、牙齿或钙化斑块的混杂性肿块,D.盆腔内类圆形含脂肪、牙齿或钙化斑块的混杂性肿块
586,7,6,7,4. 麦格氏综合征（meigs syndrome）是指(2.5分),A.卵巢纤维瘤伴胸腹水形成。 B.卵巢转移瘤伴胸腹水形成。 C.肿瘤伴胸腹水形成即为麦格氏综合征。 D.恶性肿瘤伴胸腹水形成,A.卵巢纤维瘤伴胸腹水形成。
587,7,6,7,5. 卵巢恶性肿瘤多表现为(2.5分),A.盆腔囊实性肿块，CA－125正常 B.盆腔内实性为主肿块，密度不匀，壁厚伴腹水，伴种植转移，肿块强化明显 C.盆腔内囊实性肿块含有少量脂肪 D.盆腔内实性肿块无明显强化,B.盆腔内实性为主肿块，密度不匀，壁厚伴腹水，伴种植转移，肿块强化明显
588,7,6,7,6. 卵巢良性肿瘤的主要CT表现：(2.5分),A.盆腔内实性肿块，密度不匀，有低密度坏死区。 B.盆腔内囊性或实性肿块，密度均匀一致，表面光滑，边界清楚。 C.盆腔内囊实性肿块，周边粘连明显。 D.盆腔内与子宫相连的肿块，与子宫同步强化。,B.盆腔内囊性或实性肿块，密度均匀一致，表面光滑，边界清楚。
589,7,6,7,7. Each of the following is a risk factor for abruptio placentae EXCEPT:(2.5分),A.Hyptension B.Cigarette smoking C.Trauma D.Cocaine use E.Primiparity ,E.Primiparity 
590,7,6,7,"8. A 24-year-old G2 P1 woman at 39 weeks'gestation presents with painful uterine contractions.She also complains of dark ,vaginal blood mixed with some mucus .Which of the following describes the most likely etiology of her bleeding? (2.5分)",A.Placenta previa  B.Placenta abruption C.Bloody show D.Vasa previa E.Cervical laceration ,C.Bloody show
