number,grade,module,week,question_stem,choice,correct_answer
154,6,3,5,1. 有关氨茶碱的叙述，下列哪项是错误的。(2.5分),A.对于痉挛的支气管平滑肌松弛作用显著 B.能够抑制儿茶酚胺类物质的释放 C.静注可致心律失常，甚至惊厥 D.对急慢性哮喘均有效 E.有较弱的利尿作用,B.能够抑制儿茶酚胺类物质的释放
155,6,3,5,2. 胸膜下界在肩胛骨线处相交于(2.5分),A.第6肋     B.第10肋 C.第8肋 D.第12胸椎脊突 E.第11肋,E.第11肋
156,6,3,5,3. 要得知两种药物是否有配伍禁忌，首选的工具是(2.5分),A.USPTO B.FDA  C.MD Consult D.Google,C.MD Consult
157,6,3,5,4. 异丙肾上腺素没有下述哪种作用？ (2.5分),A.松驰支气管平滑肌  B.激动β2-R  C.促使ATP转变为CAMP  D.收缩支气管粘膜血管  E.抑制组胺等过敏性物质的释放,D.收缩支气管粘膜血管 
158,6,3,5,5. 吸气时发生的变化是(2.5分),"A.胸膜腔内压绝对值上升,呼吸道管径扩大 B.胸膜腔内压绝对值上升,呼吸道管径变小 C.胸膜腔内压绝对值下降,呼吸道管径扩大 D.胸膜腔内压绝对值上升,呼吸道管径不变 E.胸膜腔内压绝对值下降,呼吸道管径变小","A.胸膜腔内压绝对值上升,呼吸道管径扩大"
159,6,3,5,6. 在Cochrane数据库检索时在下列检索式中，请问哪一个是正确的？(3.0分),A.?IOLO?Y B.?IOLOGY   C.*OLOGY D.BI?L?Y  ,D.BI?L?Y  
160,6,3,5,7. 下列哪项不是信息检索的通用技术(2.5分),A.主题词检索技术（如：MeSH词表技术） B.布尔逻辑运算组配（如："AND"、"OR"、"AND NOT"、"NOT"、"*"、"+"、"-"等布尔逻辑运算符。 C.截词技术（如："*"截词符，"？"通配符的运用） D.限定技术（如：位词位限制算符、检域限制和关系算符）,A.主题词检索技术（如：MeSH词表技术）
161,6,3,5,8. 肺有效通气量是指(2.5分),A.肺活量 B.肺泡通气量 C.潮气量 D.用力肺活量 E.肺通气量,B.肺泡通气量
162,6,3,5,9. 肺泡表面活性物质是由肺内哪种细胞合成分泌的(3.0分),A.气道上皮细胞 B.肺泡Ⅱ型上皮细胞 C.肺泡Ⅰ型上皮细胞 D.肺成纤维细胞 E.肺泡巨噬细胞,B.肺泡Ⅱ型上皮细胞
163,6,3,5,10. 中枢化学感受器最敏感的直接刺激物是(3.0分),A.血液中的H+ B.脑脊液中的CO2  C.血液中的CO2 D.脑脊液中的H+  E.脑脊液的中PO2,D.脑脊液中的H+ 
164,6,3,5,11. 肺泡通气量是指(2.5分),A.尽力吸气后所能呼出的气体量 B.进入肺泡能与血液进行气体交换的气体量 C.每分钟进出肺的气体量 D.每次吸入或呼出的气体量 E.无效腔的气量,B.进入肺泡能与血液进行气体交换的气体量
165,6,3,5,12. Cochrane对逻辑运算符的大小写规定为 (2.5分),A.大写 B.小写 C.词首大写 D.无所谓,D.无所谓
166,6,3,5,13. 肺的通气／血流比值反映肺部气体交换时气泵和血泵的匹配情况。如果通气／血流比值增大，表明该受试者体内出现了(2.5分),A.解剖动－静脉短路 B.肺泡无效腔增大 C.解剖无效腔增大 D.功能性动－静脉短路 E.肺内气体交换障碍,B.肺泡无效腔增大
167,6,3,5,14. 声带的组成结构为 (2.5分),A.声带肌、声襞、声韧带 B.声襞、声带肌、声门裂     C.声韧带、声门、声带肌、 D.声门裂、声韧带、声带肌 E.声门、声襞、声韧带,A.声带肌、声襞、声韧带
168,6,3,5,"15. Cystic fibrosis is caused by various types of mutations, most commonly (70% of mutant alleles in Caucasians) a 3 bp deletion that removes a codon for phenylalanine (△F508). The DNA sequence shown below is the sense strand from a coding region known to be (2.5分)",A.#NAME? B.#NAME? C.#NAME? D.#NAME? E.#NAME?,C.#NAME?
169,6,3,5,16. 循证医学提倡临床决策时要考虑的因素不包括 (2.5分),A.医疗保险 B.最佳临床研究依据 C.临床专业知识技能 D.病人的价值观,A.医疗保险
