,grade,module,week,question_stem,choice,correct_answer
101,6,5,3,1. 关于结核分枝杆菌生物学特性的叙述错误的是(2.0分),A.菌落表面粗糙呈菜花状 B.耐煮沸 C.抗酸染色红色 D.专性需氧，生长缓慢,B.耐煮沸
102,6,5,3,2. 常用卡介苗的接种方式是(2.0分),A.皮内注射 B.肌内注射 C.皮上划痕 D.皮下注射,A.皮内注射
103,6,5,3,3. 与结核分枝杆菌毒力无关的是(2.0分),A.索状因子 B.内毒素 C.磷脂 D.脂质D,B.内毒素
104,6,5,3,4. 白喉毒素作用的组织不包括(2.0分),A.鼻腔粘膜 B.心肌 C.咽喉部粘膜 D.肾脏,D.肾脏
105,6,5,3,5. 确定白喉病的依据是(2.0分),A.在吕氏斜面上生长特点 B.白喉病的临床特征为假膜 C.标本涂片染色镜检 D.分离出白喉棒状杆菌，毒力试验阳性,D.分离出白喉棒状杆菌，毒力试验阳性
106,6,5,3,6. 紧急预防和治疗破伤风应(2.0分),A.注射破伤风类毒素 B.注射抗生素 C.注射破伤风抗毒素    D.注射破伤风类毒素+抗生素,C.注射破伤风抗毒素   
107,6,5,3,7. 不是产气荚膜梭菌致病物质的是(2.0分),A.肠毒素 B.胶原酶 C.卵磷脂酶 D.内毒素,D.内毒素
108,6,5,3,8. 气性坏疽能产生组织气肿的原因是(2.0分),A.细菌产生多种外毒素 B.细菌分解多种糖类 C.细菌产生汹涌发酵现象 D.细菌产生多种侵袭性酶类,C.细菌产生汹涌发酵现象
109,6,5,3,9. 目前已知的细菌毒素中毒性最强的是(2.0分),A.破伤风毒素 B.肉毒毒素 C.霍乱肠毒素 D.志贺毒素,B.肉毒毒素
110,6,5,3,10. 能引起食物中毒，但很少有胃肠炎症状的细菌是(2.0分),A.副溶血性弧菌 B.金黄色葡萄球菌 C.肠炎沙门菌 D.肉毒梭菌,D.肉毒梭菌
111,6,5,3,11. 关于支原体的生物学性状错误的是(2.0分),A.多形态性 B.能通过滤菌器 C.无细胞壁 D.有独特生活周期,D.有独特生活周期
112,6,5,3,12. 有关衣原体发育周期的描述不正确的是(2.0分),A.原体具感染性 B.始体在发育周期中无感染性 C.始体较原体大，有致密的核质 D.始体在空泡内以二分裂形式繁殖形成子代原体 ,C.始体较原体大，有致密的核质
113,6,5,3,13. 由立克次体引起的疾病是(2.0分),A.沙眼 B.梅毒 C.莱姆病 D.恙虫病,D.恙虫病
114,6,5,3,14. 伯氏疏螺旋体引起的疾病是(2.0分),A.回归热 B.莱姆病 C.梅毒 D.钩体病,B.莱姆病
115,6,5,3,15. 关于梅毒螺旋体致病性与免疫性的描述，错误的是(2.0分),A.人是梅毒的唯一传染源 B.一、二期梅毒传染性强，而对机体的破坏性小 C.梅毒螺旋体是通过内毒素和外毒素致病 D.三期梅毒传染性小，而对机体的破坏性大 ,C.梅毒螺旋体是通过内毒素和外毒素致病
116,6,5,3,16. 真菌的繁殖方式，不包括(2.0分),A.产生孢子 B.裂殖 C.芽殖 D.复制,D.复制
117,6,5,3,17. 关于皮肤癣菌的描述，错误的是(2.0分),A.病变是由其增殖及代谢产物的刺激而引起 B.只侵犯角化的表皮、毛发和指（趾）甲 C.一种皮肤癣菌只引起一种癣病 D.在沙保培养基上形成丝状菌落,C.一种皮肤癣菌只引起一种癣病
118,6,5,3,18. 培养真菌常用的培养基是(2.0分),A.血平板 B.SS培养基 C.沙保弱培养基 D.肉汤培养基,C.沙保弱培养基
119,6,5,3,19. 下列真菌中最易侵犯脑组织的是(2.0分),A.黄曲霉菌 B.红色毛癣菌 C.许兰毛癣菌 D.新生隐球菌,D.新生隐球菌
120,6,5,3,20. 关于真菌的叙述，哪项是错误的(2.0分),A.形态大于细菌  B.营养要求不高 C.结构复杂 D.最适宜酸碱度为pH7.2-7.6,D.最适宜酸碱度为pH7.2-7.6
121,6,5,3,21. Isoniazid抗结核杆菌的作用机制是  (2.0分),A.抑制二氢蝶酸合酶（二氢叶酸合成酶） B.抑制分枝菌酸合成 C.抑制RNA多聚酶（转录酶） D.抑制胸苷酸合成酶 E.抑制DNA多聚酶,B.抑制分枝菌酸合成
122,6,5,3,22. 关于isoniazid (INH)引起中枢神经症状的原因是 (2.0分),A.Isoniazid抑制GABA的合成 B.Isoniazid抑制PABA的合成 C.Isoniazid本身所致 D.Isoniazid减少体内维生素B6含量 E.Isoniazid代谢产物所致,D.Isoniazid减少体内维生素B6含量
123,6,5,3,23. Streptomycin、isoniazid、rifampicin三药的共同点是  (2.0分),A.不能透入脑脊液 B.能透入细胞内 C.在体内有杀灭结核杆菌作用 D.单独应用时结核杆菌易产生耐药性  E.在肝脏内代谢,D.单独应用时结核杆菌易产生耐药性 
