number,grade,module,week,question_stem,choice,correct_answer
301,7,1,7,1. 抗体发挥中和作用主要依赖于(2.0分),A.调理作用 B.ADCC作用 C.激活补体经典途径 D.V区作用 E.C区作用,D.V区作用
302,7,1,7,2. 半抗原(2.0分),A.只有抗原性，而无免疫原性 B.既有免疫原性，又有抗原性 C.既无免疫原性，又无抗原性 D.只有免疫原性，而无抗原性 E.只有与蛋白质载体结合后才能与相应抗体结合,A.只有抗原性，而无免疫原性
303,7,1,7,3. 兄弟姐妹间进行器官移植，引起排斥反应的抗原是(2.0分),A.同种异型抗原 B.异种抗原 C.异嗜性抗原 D.自身抗原 E.感染的微生物抗原,A.同种异型抗原
304,7,1,7,4. 直接特异杀伤靶细胞的是(2.0分),A.Th细胞 B.巨噬细胞 C.NK细胞 D.Tc细胞 E.B细胞,D.Tc细胞
305,7,1,7,5. 在特异性免疫应答中首先接触TD-Ag的细胞是(2.0分),A.APC细胞 B.肥大细胞 C.B细胞 D.T细胞 E.中性粒细胞,A.APC细胞
306,7,1,7,6. 禽类新生期切除腔上囊的后果是(2.0分),A.细胞免疫功能缺陷，体液免疫功能正常 B.细胞免疫功能和体液免疫功能均正常 C.细胞免疫功能正常，体液免疫功能缺陷 D.细胞免疫功能和体液免疫功能均有缺陷,D.细胞免疫功能和体液免疫功能均有缺陷
307,7,1,7,7. 自然调节T细胞主要是指(2.0分),A.CD4+Th2细胞 B.CD4+ Th3细胞 C.CD4+ Th1细胞 D.CD4+CD25+T细胞 E.CD4+ Tr1细胞,D.CD4+CD25+T细胞
308,7,1,7,8. 以下有关TAP基因的叙述哪项是错误的(2.0分),A.其编码产物主要参与内源性抗原肽的转运 B.它位于HLA I类基因区 C.它编码产物是抗原肽转运体 D.它包括TAP1和TAP2两个基因座位 E.其编码产物参与抗原肽由胞质进入内质网的转运,B.它位于HLA I类基因区
309,7,1,7,9. 决定抗原分子特异性的是(2.0分),A.抗原分子中的特殊化学基团 B.抗原分子量的大小 C.抗原分子的物理性状 D.抗原分子的化学成分 E.抗原分子内部结构的复杂性,A.抗原分子中的特殊化学基团
310,7,1,7,10. 具有局部粘膜抗感染作用的免疫球蛋白是(2.0分),A.IgM B.IgA C.sIgA D.IgG E.IgE,C.sIgA
