,grade,module,week,question_stem,choice,correct_answer
1,6,4,1,1. 排便反射的初级中枢位于：(4.0分),A.脑桥 B.大脑皮层 C.延髓 D.脊髓腰骶部 E.以上均不是,D.脊髓腰骶部
2,6,4,1,2. 消化器官不具备下列哪一功能？(4.0分),A.水平衡 B.内分泌 C.消化 D.免疫 E.吸收,A.水平衡
3,6,4,1,3. 关于胃肠激素生理作用的错误叙述是。(3.0分),A.调节消化腺分泌 B.调节小肠内营养物的吸收量 C.营养消化道组织 D.调节其它胃肠激素的释放  E.调节消化道运动,B.调节小肠内营养物的吸收量
4,6,4,1,4. 下列说法哪一个是错的？ (3.0分),A.Oddi's括约肌由肝胰壶腹括约肌、胆总管括约肌、胰管括约肌组成 B.阑尾根部体表投影：脐与右髂前上棘连线的中、外1/3交点处 C.骶曲凸向前 D.胆囊底体表投影：右腹直肌外侧缘(或右锁骨中线 )与右肋弓交点附近 E.下颌下腺导管开囗于舌下阜,C.骶曲凸向前
5,6,4,1,5. 大肠的主要功能是吸收(3.0分),A.氨基酸 B.葡萄糖 C.脂肪酸 D.水 E.胆固醇,D.水
6,6,4,1,6. 关于内因子的正确叙述是(4.0分),A.属肽类激素 B.胃腺的主细胞分泌 C.促进胃酸分泌 D.促进VitB12的吸收 E.促进蛋白质的消化,D.促进VitB12的吸收
7,6,4,1,7. 肝脏的生物转化反应不包括：(3.0分),A.羧化反应  B.还原反应 C.氧化反应 D.水解反应 E.结合反应,A.羧化反应 
8,6,4,1,8. 下列哪种化学物质对胃液分泌有抑制作用？(3.0分),A.组织胺 B.乙酰胆碱 C.胃泌素 D.阿托品 E.胆囊收缩素,D.阿托品
9,6,4,1,9. 下列哪类物质可能不引起缩胆囊素的释放？(3.0分),A.糖 B.蛋白质分解产物 C.脂肪 D.盐酸 E.脂肪酸,A.糖
10,6,4,1,10. 牙周组织的组成是(3.0分),A.牙(本)质、牙槽骨、牙周膜 B.牙槽骨、牙髓、牙龈 C.牙龈、牙髓、牙骨质 D.牙周膜、牙槽骨、牙龈    E.牙釉质、牙周膜、牙槽骨,D.牙周膜、牙槽骨、牙龈   
11,6,4,1,11. 关于消化管平滑肌基本电节律的正确叙述是(3.0分),A.是平滑肌收缩节律的控制波 B.其后一定伴随动作电位 C.是一种超极化波 D.在切断支配胃肠的神经后消失 E.以上说法均不对,A.是平滑肌收缩节律的控制波
12,6,4,1,12. 消化道平滑肌细胞动作电位的主要离子基础是(4.0分),A.K+大量内流 B.Na+大量内流 C.Ca2+大量内流  D.Cl-大量外流 E.Ca2+ 大量外流 ,C.Ca2+大量内流 
13,6,4,1,13. 消化腺所分泌的大量消化液不具备下列哪一项功能？(3.0分),A.排除体内过多的水和盐 B.水解复杂的食物成分 C.稀释食物 D.保护消化道粘膜 E.分解食物中的各种成分,A.排除体内过多的水和盐
14,6,4,1,14. 关于消化道平滑肌基本电节律的错误叙述是(3.0分),A.与细胞膜生电性钠泵活动的周期性变化有关 B.在胃肠安静状态下可记录到 C.在消化道各段平滑肌的发生频率一致 D.起源于纵行肌和环形肌之间的Cajal细胞 E.神经和激素可使其产生,C.在消化道各段平滑肌的发生频率一致
15,6,4,1,15. 迷走神经兴奋引起的胰液分泌的特点是(3.0分),A.HCO3-多 B.酶多 C.H2O多 D.酶和HCO3-均多 E.酶、H2O和HCO3-均多,B.酶多
16,6,4,1,16. 下列哪种化学物质对胃液分泌有促进作用？(3.0分),A.组织胺 B.阿托品 C.甲氰咪呱 D.前列腺素 E.甲肾上腺素,A.组织胺
17,6,4,1,17. 临床上治疗胃酸过少的胃病可用极稀的(4.0分),A.HN03 B.HCI C.H2SO4 D.H2CO3 E.H3PO4,B.HCI
18,6,4,1,18. 结合胆红素是指胆红素与下列哪种物质结合(3.0分),A.硫酸盐 B.血清白蛋白      C.磷脂 D.葡萄糖醛酸 E.胆汁酸,D.葡萄糖醛酸
19,6,4,1,19. 胃肠道内下列哪种物质对胃液分泌有促进作用？(3.0分),A.糖及消化产物 B.脂肪及消化产物 C.蛋白质消化产物 D.盐酸 E.高张溶液,C.蛋白质消化产物
20,6,4,1,20. 食管第三个狭窄在： (3.0分),A.第10胸椎水平 B.第8胸椎水平 C.第4胸椎水平 D.第6胸椎水平 E.第12胸椎水平,A.第10胸椎水平
21,6,4,1,21. 胰蛋白酶原的激活物是(3.0分),A.肠激酶 B.胰淀粉酶 C.糜蛋白酶 D.胰脂肪酶 E.胃蛋白酶,A.肠激酶
22,6,4,1,22. 关于胃容受性舒张的正确叙述是(4.0分),A.阿托品可抑制它的出现 B.切断双侧迷走神经后仍出现 C.使胃容量大增 D.反射性地胃窦部肌肉舒张 E.是体液调节,C.使胃容量大增
23,6,4,1,23. 乳牙一般在出生后何时开始萌出？ (3.0分),A.3个月 B.6个月 C.3岁 D.9岁 E.6岁,A.3个月
24,6,4,1,24. 头期胃液分泌的调节是(3.0分),A.神经--体液调节性的 B.纯神经调节性的 C.纯体液调节性的 D.纯条件反射性的 E.自主调节,A.神经--体液调节性的
25,6,4,1,25. 糖、蛋白质和脂肪消化产物主要的吸收部位是在(3.0分),A.结肠 B.回肠 C.胃 D.十二指肠、空肠 E.B和C均对 ,D.十二指肠、空肠
26,6,4,1,26. 淀粉在小肠内被吸收的主要形式是(3.0分),A.葡萄糖 B.果糖 C.麦芽糖 D.蔗糖 E.半乳糖,A.葡萄糖
27,6,4,1,27. 迷走神经兴奋时(3.0分),A.胃肠平滑肌活动增强，消化腺分泌增加 B.胃肠平滑肌活动减弱，消化腺分泌增加 C.胃肠平滑肌活动增强，消化腺分泌减少 D.胃肠平滑肌活动减弱，消化腺分泌减少 E.以上都不是,A.胃肠平滑肌活动增强，消化腺分泌增加
28,6,4,1,28. 在生理条件下，胆色素经肾脏从尿中排出的主要形式是：(4.0分),A.胆素 B.未结合胆红素 C.胆素原  D.结合胆红素 E.胆绿素,C.胆素原 
29,6,4,1,29. 生物转化过程最主要的作用是：(3.0分),A.使毒物的毒性降低 B.使生物活性物质灭活 C.使药物失效 D.使非营养性物质极性增加，利于从肾脏及胆道排泄 E.使致癌物失活,D.使非营养性物质极性增加，利于从肾脏及胆道排泄
30,6,4,1,30. 肝右锁骨中线上界平： (3.0分),A.第5肋 B.第6肋 C.第7肋 D.第4肋    E.第8肋,A.第5肋
31,6,4,1,31. 关于胆汁生理作用的错误叙述是(3.0分),A.作为乳化剂，减低脂肪表面张力 B.负反馈抑制胆汁自身的分泌 C.促进脂溶性维生素的吸收 D.中和十二指肠的一部分胃酸 E.促进脂肪分解产物的吸收,B.负反馈抑制胆汁自身的分泌
377,7,4,1,1. 有关胰 -淀粉酶（ -amylase ）的描述哪一项是错误的(2.0分),A.不能水解 -1，6 糖苷键  B.是唾液淀粉酶的同工酶    C. 含1个Cl- 和 1个Na+ D.可以水解直链淀粉和支链淀粉 E.水解 -1，4 糖苷键,C. 含1个Cl- 和 1个Na+
378,7,4,1,2. 首选依靠断面影像手段检查的是？(2.0分),A.骨髂病变 B.胃肠道病变 C.肝、胆、胰病变 D.神经病变  E.胸部,D.神经病变 
379,7,4,1,3. 桥本氏甲状腺炎与甲亢的鉴别最有意义的是(2.0分),A.放射性核素扫描             B.常规超声检查          C.超声引导下细针穿刺活检 D.甲状腺功能五项             E.血常规,D.甲状腺功能五项            
380,7,4,1,4. 下列哪一组氨基酸属于营养半必需氨基酸(2.0分),A.Met和Thr  B.Gly和Asp C.Gln和His D.Tyr和Cys  E.Ala和Arg,D.Tyr和Cys 
381,7,4,1,5. 维生素B12在胃肠道的吸收部位是(2.0分),A.结肠 B.回肠 C.十二指肠 D.空肠 E.胃,B.回肠
382,7,4,1,6. 卓-艾综合征的发生与下列胃肠激素分泌过多有关(2.0分),A.促胰酶素 B.胰高血糖素 C.胆囊收缩素 D.胰岛素 E.胃泌素,E.胃泌素
383,7,4,1,7. 胃蛋白酶属于酸性蛋白酶，其最适pH为: (2.0分),A. pH 2~3 B.pH 7.4 C.pH 7~8 D.pH 5~6  E. pH 9~10,A. pH 2~3
384,7,4,1,8. 胆汁酸合成的原料是：(2.0分),A.脂肪酸   B.胆固醇   C.乙酰辅酶A    D.UDPG,B.胆固醇  
385,7,4,1,9. 消化道穿孔的描述中，正确的有(2.0分),A.穿孔穿入腹腔内时，立位腹平片可见膈下游离气体 B.没有游离气腹征象就能排除胃肠穿孔 C.小肠及阑尾穿孔后无气腹出现 D.穿孔穿入腹腔内可出现肾周气肿 E.以上均正确,A.穿孔穿入腹腔内时，立位腹平片可见膈下游离气体
386,7,4,1,10. 下列不属于常用的Hp检测方法的是：(2.0分),A.粘膜组织染色  B.Hp-DNA的聚合酶链式反应 C.血清抗体检测 D.快速尿素酶试验 E.Hp呼气试验,B.Hp-DNA的聚合酶链式反应
387,7,4,1,11. 胰腺分泌的消化酶多以前体形式存在，其中对其它胰酶的激活具有关键作用的胰酶是：(2.0分),A.胰蛋白酶   B.羧肽酶   C. 弹性蛋白酶   D.糜蛋白酶,A.胰蛋白酶  
388,7,4,1,12. 乳牙一般在出生后何时开始萌出？ (2.0分),A.3岁 B.6个月 C.9岁 D.3个月 E.6岁,D.3个月
389,7,4,1,13. 下列疾病可表现为肝内囊性病灶，除外(2.0分),A.包囊肿病   B.多囊肝   C.转移性肝癌   D.肝囊肿   E.局灶性增生结节,C.转移性肝癌  
390,7,4,1,14. 胃的位置和毗邻，下列说法哪一个是错的？ (2.0分),A.大部分位于左季肋区 B.小部分位于腹上区 C.幽门位于第1腰椎体右侧 D.贲门位于第11胸椎体左侧 E.胃前壁与脾、腹前壁、膈毗邻,E.胃前壁与脾、腹前壁、膈毗邻
391,7,4,1,15. 关于大肠，下述何者正确(2.0分),A.大肠都没有系膜 B.在右髂窝处从回肠而起 C.阑尾不属于大肠 D.长约2m E.结肠表面有3条结肠带,E.结肠表面有3条结肠带
392,7,4,1,16. 胃肠道疾病首选的影像学检查方法为(2.0分),A. CT检查  B.平片检查 C.MRI检查  D.钡剂造影 E.胆系造影检查,D.钡剂造影
393,7,4,1,17. 位于口咽部的结构是(2.0分),A.咽隐窝 B.腭扁桃体   C.咽扁桃体 D.舌扁桃体 E.咽鼓管咽口,B.腭扁桃体  
