number,grade,module,week,question_stem,choice,correct_answer
110,6,3,4,1. P-Aminomethylbenzoic acid（PAMBA）的作用机理是(2.0分),A.促进凝血因子生成 B.促进凝血因子活性，使纤维蛋白生成增多 C.增加血小板的数量并促进其聚集 D.对抗纤溶酶原激活因子的作用 E.收缩血管,D.对抗纤溶酶原激活因子的作用
111,6,3,4,2. 维生素Ｋ参与部分凝血因子的合成，当维生素K缺乏时，可能引起(2.0分),A.因子Ⅲ、Ⅶ、Ⅹ、Ⅺ缺乏  B.因子Ⅱ、Ⅶ、Ⅸ、Ⅹ缺乏  C.因子Ⅱ、Ⅺ、Ⅹ、Ⅴ缺乏  D.因子Ⅰ、Ⅷ、Ⅺ、Ⅻ缺乏 E.因子Ⅱ、Ⅴ、Ⅶ、Ⅹ缺乏 ,B.因子Ⅱ、Ⅶ、Ⅸ、Ⅹ缺乏 
112,6,3,4,3. Hydrops fetalis due to complete absence of the alpha globin gene occurs most often in which geographic area:(2.0分),A.India B.Africa C.Mediterranean D.Southeast Asia,D.Southeast Asia
113,6,3,4,4. 在患某些寄生虫病或过敏反应时增多的白细胞主要是(2.0分),A.单核细胞 B.嗜酸性粒细胞 C.嗜碱性粒细胞 D.中性粒细胞 E.T淋巴细胞,B.嗜酸性粒细胞
114,6,3,4,5. 纤维蛋白降解产物的主要作用是(3.0分),A.促进纤维蛋白单体聚合 B.抗凝血  C.促进凝血酶的活性 D.抑制血小板聚集  E.抑制纤溶,B.抗凝血 
115,6,3,4,6. 调节红细胞生成的是(3.0分),A.IL-11 B.G-CSF C.EPO D.GM-CSF E.TPO,C.EPO
116,6,3,4,7. The mutation in sickle-cell disease consists of:(2.0分),A.a duplication B.a deletion C.an insertion D.a point mutation,D.a point mutation
117,6,3,4,8. 黄胆中在皮肤和巩膜中沉积的物质是：(2.0分),A.只是直接胆红素 B.只是未结合胆红素 C.胆红素和胆红素二葡萄苷酸 D.血色素,C.胆红素和胆红素二葡萄苷酸
118,6,3,4,9. 下列关于用铁剂治疗缺铁性贫血的注意事项中，哪一项是错误的？(2.0分),A.服用铁剂时忌喝浓茶 B.胃酸缺乏时吸收减少 C.常与维生素C合用，促进铁的吸收 D.不宜与四环素类药物同服 E.高磷高钙食物可促进吸收,E.高磷高钙食物可促进吸收
119,6,3,4,10. 目前认为血液中最主要的生理性抗凝物质是(2.0分),A.肝素  B.蛋白质S C.蛋白质C D.抗凝血酶Ⅲ E.组织因子途径抑制物,E.组织因子途径抑制物
120,6,3,4,11. 铅中毒会导致下面那种物质升高：(3.0分),A.血红素 B.原卟啉 C.氨基乙酰丙酸 D.胆红素,C.氨基乙酰丙酸
121,6,3,4,12. 参与血小板粘附最主要的血小板膜蛋白是(2.0分),A.GPⅠb B.GPⅣ C.GPⅢa D.GPⅡa  E.GPⅨ,A.GPⅠb
122,6,3,4,13. 与血液凝固无关的因素是(3.0分),A.肝脏功能 B.血小板数量 C.血浆NaCl浓度 D.血浆Ca2+ 浓度 E.凝血因子多少,C.血浆NaCl浓度
123,6,3,4,14. pecific mutation in beta-globin gene：(2.0分),A.Sickle-cell disease B.Obesity  C.Familial adenomatous polyposis coli D.Tay-Sachs disease E.Alpha-1 antitrypsin deficiency,A.Sickle-cell disease
124,6,3,4,15. 在下列指标中可间接表示心室前负荷的是。(2.0分),A.心室收缩末期容积（压力） B.心室舒张末期容积（压力） C.心室等容舒张期容积（压力） D.心室等容收缩期容积（压力） E.心室舒张末期动脉血压（压力）,B.心室舒张末期容积（压力）
125,6,3,4,16. 循证医学最著名的权威性网站是(2.0分),A.www.nih.gov B.www.ncbi.nlm.nih.gov； C.www.cochrane.org/  D.www.cdc.gov,C.www.cochrane.org/ 
126,6,3,4,17. 有关急性右心衰竭病理模型制备实验叙述正确的是(2.0分),A.动脉血压降低的主因是左心心肌衰竭 B.右心衰竭时中心静脉压和动脉血压降低 C.右心衰竭时家兔通气量增加的主因是低张性缺氧 D.动脉血压降低的主因是右心充盈不足,C.右心衰竭时家兔通气量增加的主因是低张性缺氧
127,6,3,4,18. 血清成分的特点是(2.0分),A.血液去掉纤维蛋白原  B.全血除去血细胞后的液 C.血浆除去血浆蛋白的液体 D.抗凝血液经离心沉淀的上清液 E.血浆去掉纤维蛋白原及某些凝血因子,E.血浆去掉纤维蛋白原及某些凝血因子
