,grade,module,week,question_stem,choice,correct_answer
1,6,6,1,1. 起生理性调节和激素样作用的胃肠肽不包括 (2.0分),A.缩胆囊素 B.促胃液素 C.促胰液素 D.抑胃肽 E.生长抑素,E.生长抑素
2,6,6,1,2. 以下属于促进胃液分泌的内源性物质的是(2.0分),A.生长抑素 B.前列腺素 C.内因子 D.上皮生长因子 E.乙酰胆碱,E.乙酰胆碱
3,6,6,1,3. 多种胃肠肽也分布于中枢神经系统中，这种双重分布的肽，被称为 (2.0分),A.胃泌素 B.脑肠肽 C.糖皮质激素 D.内因子 E.胆囊收缩素,B.脑肠肽
4,6,6,1,4. 下面不属于代谢综合征的成分是(2.0分),A.高血糖 B.高血压 C.血脂异常 D.超重/肥胖 E.冠心病,E.冠心病
5,6,6,1,5. 胃肠道微生态失调相关性疾病不包括：(2.0分),A.大肠癌 B.抗生素相关性腹泻 C.炎症性肠病(IBD) D.肝病 E.肠易激综合征,E.肠易激综合征
6,6,6,1,6. 炎症性肠病的特征性皮肤表现有：(2.0分),A.剥脱性皮炎 B.结节性红斑 C.红斑狼疮 D.天胞疮 E.银屑病,B.结节性红斑
7,6,6,1,7. 下列不属于常用的Hp检测方法的是：(2.0分),A.快速尿素酶试验 B.粘膜组织染色  C.血清抗体检测 D.Hp-DNA的聚合酶链式反应 E.Hp呼气试验,D.Hp-DNA的聚合酶链式反应
8,6,6,1,8. PCOS和脂肪肝的最重要共同发病机制：(2.0分),A.糖代谢紊乱 B.脂质代谢紊乱 C.胰岛素抵抗 D.基因多态性 E.蛋白质代谢紊乱,C.胰岛素抵抗
9,6,6,1,9. Which of the followering statements is not included in UC?(2.0分),A.Crypt abscess  B.limited inflammation in Mucosa and submucosa C.Tends to begin in the rectum and be continuous  D.Granuloma    ,D.Granuloma    
10,6,6,1,10. Which is the most important part to the diagnosis of UC?(2.0分),"A.Anemia,low serum albumin  B.Lower abdominal pain and fecal urgency C.Bloody diarrhea D.Colonoscopy show continuous ulcers and pathology show crypt abscess E.negtive stool cultures",D.Colonoscopy show continuous ulcers and pathology show crypt abscess
