,grade,module,week,question_stem,choice,correct_answer
151,6,5,4,1. 可将基因整合在宿主细胞基因上的病毒有(2.0分),A.dsDNA病毒和(+)ssRNA病毒 B.dsRNA病毒和逆转录病毒 C.ssDNA病毒和(+)ssRNA病毒 D.逆转录病毒和dsDNA病毒,D.逆转录病毒和dsDNA病毒
152,6,5,4,2. 病毒引起细胞病变的机制中，与免疫损伤有关的是(2.0分),A.病毒出芽造成细胞膜损伤 B.病毒衣壳蛋白对细胞的毒性 C.病毒改变细胞膜抗原引起细胞损伤 D.病毒包涵体对细胞的损伤,C.病毒改变细胞膜抗原引起细胞损伤
153,6,5,4,3. 关于病毒的致病机制，错误的叙述是(2.0分),A.病毒基因组与细胞DNA整合，使之发生恶性转化 B.病毒合成侵袭性酶类使细胞裂解 C.病毒在细胞内的复制抑制了细胞的正常代谢 D.病毒感染使细胞互相融合而死亡,B.病毒合成侵袭性酶类使细胞裂解
154,6,5,4,4. 于扰索抗病毒的作用机制是(2.0分),A.直接抑制病毒的释放 B.直接抑制病毒的生物合成 C.诱发细胞产生抗病毒蛋白 D.阻碍病毒吸附于敏感细胞,C.诱发细胞产生抗病毒蛋白
155,6,5,4,5. 下述病毒衣壳的特点中，错误的是(2.0分),A.可增加病毒的感染性 B.表面突起称刺突 C.由多肽构成的壳微粒组成 D.呈对称排列,B.表面突起称刺突
156,6,5,4,6. 使用减毒活疫苗预防病毒性疾病，不属于潜在危险性因素的是(2.0分),A.回复为有毒力的病毒 B.对宿主免疫系统刺激过强而引起免疫麻痹 C.活化其它潜伏病毒 D.引起持续感染,B.对宿主免疫系统刺激过强而引起免疫麻痹
157,6,5,4,7. 病毒感染细胞吸附红细胞的机制是(2.0分),A.红细胞表面糖蛋白受体与病毒表面血凝素结合 B.红细胞表面抗原与相应抗体结合 C.病毒与红细胞表面的抗体结合 D.病毒吸附在宿主细胞表面,A.红细胞表面糖蛋白受体与病毒表面血凝素结合
158,6,5,4,8. 病毒性疾病中检测双份血清的目的是(2.0分),A.防止操作误差    B.检测抗体升高 C.是否是隐性感染 D.用于两个不同的检测,B.检测抗体升高
159,6,5,4,9. 不属于病毒体特征的是(2.0分),A.只含一种类型的核酸 B.非细胞结构 C.可在任何细胞内增殖 D.对抗生素不敏感 E.对干扰素敏感,C.可在任何细胞内增殖
160,6,5,4,10. 抗体对病毒的中和作用主要是(2.0分),A.抑制病毒生物合成 B.诱导干扰素产生 C.中和病毒毒素 D.阻止病毒与靶细胞相互作用 E.杀伤细胞内的病毒,D.阻止病毒与靶细胞相互作用
161,6,5,4,11. 关于流感病毒的特点，哪一项是错误的 (2.0分),A.不易发生抗原性变异 B.具有神经氨酸酶(NA) C.是有包膜病毒 D.具有分节段的RNA和核蛋白(NP) E.具有血凝素HA,A.不易发生抗原性变异
162,6,5,4,12. 流行性感冒的临床表现，下列不符合的是(2.0分),A.年老患者或免疫力低下的患者感染流感，病情可持续发展 B.上呼吸道卡他症状较轻或不明显 C.全身症状重 D.肺外合并症多见,D.肺外合并症多见
163,6,5,4,13. 关于流行性感冒下列哪项是错误的(2.0分),A.甲型流感易发生变异 B.临床表现以上呼吸道症状较重 C.由流行性感冒病毒引起 D.发热及全身中毒症状较重,B.临床表现以上呼吸道症状较重
164,6,5,4,14. 亚急性硬化性全脑炎(SSPE)是一种由(2.0分),A.麻疹病毒引起的慢发病毒感染 B.脊髓灰质炎病毒引起的慢病毒感染  C.疱疹病毒引起的隐伏感染 D.流行性乙型脑炎病毒引起的隐性感染,A.麻疹病毒引起的慢发病毒感染
