,grade,module,week,question_stem,choice,correct_answer
32,6,4,2,1. 侵入性试验诊断H. pylori 的首选方法是(2.0分),A.RUT B.PCR检测 C.粘膜涂片染色 D.微需氧培养 E.组织学检查,A.RUT
33,6,4,2,2. Pirenzepine是一种(2.0分),A.D2受体阻断药 B.H1受体阻断药 C.H2受体阻断药 D.M1受体阻断药 E.胃壁细胞H+泵抑制药,D.M1受体阻断药
34,6,4,2,3. 胃黏膜细胞分泌的一种内因子（IF），与下列哪种维生素吸收有关(1.0分),A.维生素B12  B.叶酸 C.维生素B6  D.生物素 E.维生素K,A.维生素B12 
35,6,4,2,4. 除了以下哪项以外，都是HP感染引起慢性胃炎的依据是：(1.0分),A.HP与胃炎的活动密切相关 B.慢性胃炎患者HP检出率高 C.慢性胃炎病变的分布与HP存在一致 D.HP阳性者组织学证实胃炎与血清中HP抗体相关 E.无HP感染者不会发生慢性胃炎,E.无HP感染者不会发生慢性胃炎
36,6,4,2,5. Domperidone（多潘立酮）的止吐作用是通过阻断(2.0分),A.α1受体 B.5-HT3受体 C.多巴胺受体 D.M1受体 E.H2受体,C.多巴胺受体
37,6,4,2,6. 关于消化道平滑肌基本电节律的错误叙述是(2.0分),A.起源于纵行肌和环形肌之间的Cajal细胞 B.在胃肠安静状态下可记录到 C.与细胞膜生电性钠泵活动的周期性变化有关 D.在消化道各段平滑肌的发生频率一致 E.神经和激素可使其产生,D.在消化道各段平滑肌的发生频率一致
38,6,4,2,7. 下列哪种氨基酸不是营养必需氨基酸(2.0分),A.Val B.Leu C.Lys D.Ser E.Phe,D.Ser
39,6,4,2,8. 导致消化性溃疡最主要的侵袭因子为：  (1.0分),A.胰酶  B.胃酸 C.NSAID D.胆盐  E.胃蛋白酶,B.胃酸
40,6,4,2,9. 清除食管内容物的主要动力是(2.0分),A.LES（下食管括约肌）舒张 B.对食管内物体推进性蠕动 C.吞咽动作 D.食物的重力 E.食管张力,B.对食管内物体推进性蠕动
41,6,4,2,10. 诊断反流性食管炎最准确的方法是(2.0分),A.食管吞钡X线 B.24小时食管PH监测 C.食管测压 D.胃镜检查 E.食管滴酸试验,D.胃镜检查
42,6,4,2,11. 有关根除H. pylori的治疗哪项是错误的？ (2.0分),A.复查H. pylori是否被根除的试验前1周应停制酸药1周 B.确定H. pylori是否被根除的试验应在治疗后2周内进行 C.目前常用的新三联治疗中不包括铋剂 D.H. pylori根除治疗的疗程一般为7天 ,B.确定H. pylori是否被根除的试验应在治疗后2周内进行
43,6,4,2,"12. A 38-year-old woman with rheumatoid arthritis presents to her physician because of increased joint pain. On physical examination, both passive and active range of motion of the hips are decreased. Her physician increases her dose of nonsteroidal son infla(2.0分)",A.Clarithromydn  B.Omeprazole   C.Cimetidine   D.Misoprostol E.Sucralfate,D.Misoprostol
44,6,4,2,13. 胃壁细胞H+泵抑制药有(1.0分),A.Omeprazole B.Cimetidine C.Famotidine D.Pirenzepine E.Proglumide（丙谷胺）,A.Omeprazole
45,6,4,2,14. Ondansrtron主要用于治疗 (2.0分),A.十二指肠溃疡 B.晕动病引起的呕吐 C.去水吗啡引起的呕吐 D.化疗、放疗引起的呕吐 E.胃溃疡,D.化疗、放疗引起的呕吐
46,6,4,2,15. 关于十二指肠溃疡的手术适应证，下列哪项错误：(2.0分),A.一个疗程内科治疗无效 B.瘢痕性幽门梗阻 C.大出血 D.急性穿孔 E.溃疡较大、病史较长和症状严重者，手术适应证可放宽,A.一个疗程内科治疗无效
47,6,4,2,16. 关于十二指肠溃疡伴幽门梗阻时，下列哪项正确：(2.0分),A.在胃切除时，关闭十二指肠残端要特别小心 B.术前胃管吸引约48小时，以减少组织水肿 C.手术前要特别注意纠正电解质平衡失调 D.由于胃较大，需切除较多的胃 E.上述都是,E.上述都是
48,6,4,2,17. 慢性浅表性胃炎胃镜检查可见：(2.0分),A.粘膜充血、水肿、糜烂和出血 B.粘膜高低不平 C.透见粘膜下血管 D.粘膜覆盖较多灰白色苔 E.粘膜中断现象,A.粘膜充血、水肿、糜烂和出血
49,6,4,2,18. 下列哪种矿物质的缺少可以引起心肌病（克山病）和大关节病(2.0分),A.碘 B.锌 C.硒 D.钙 E.铁,C.硒
50,6,4,2,19. 胃穿孔具有特征性的X线影像是哪项：    (2.0分),A.enlargement of gastric vacuole B.air fluid level C.subdiaphragmatic free air D.distention of colon E.distention of intestine,C.subdiaphragmatic free air
51,6,4,2,20. 瘢痕性幽门梗阻的老年患者，应选用：(2.0分),A.高位选择性胃迷走神经切断术 B.迷走神经干切断术+胃窦部切除术 C.胃空肠吻合术 D.毕Ⅰ式胃大部切除术 E.毕Ⅱ式胃大部切除术,C.胃空肠吻合术
52,6,4,2,21. 患者，男性，34岁，反复胸骨后不适6周，伴反酸、咽痛，进餐后尤其是饱食后症状加重，夜间也有发作，否认吞咽困难，否认吞咽痛，否认消瘦。该患者在近2年里体重增加了20公斤。首要的治疗是什么? (2.0分),A.胸部CT检查 B.食管测压 C.24小时PH 监测 D.PPI试验 E.上消化道造影,D.PPI试验
53,6,4,2,22. 下列哪种情况不适宜用超声影像诊断 (2.0分),A.肝脏肿瘤良恶性判断  B.直肠肿瘤分期 C.胆囊炎的明确诊断 D.急性阑尾炎明确诊断,D.急性阑尾炎明确诊断
