,grade,module,week,question_stem,choice,correct_answer
301,6,5,8,1. 对挥发酸进行缓冲的最主要系统是(2.0分),A.碳酸氢盐缓冲系统 B.无机磷酸盐缓冲系统 C.血红蛋白缓冲系统 D.有机磷酸盐缓冲系统 E.蛋白质缓冲系统,C.血红蛋白缓冲系统
302,6,5,8,2. 延髓中枢化学感受器对下述哪些刺激最敏感(2.0分),A.血浆碳酸氢盐浓度 B.动脉血PH  C.动脉血氧分压 D.动脉血二氧化碳分压 E.脑脊液碳酸氢盐,B.动脉血PH 
303,6,5,8,3. 磷酸盐酸化的主要部位是(2.0分),A.近曲小管 B.髓袢 C.致密斑 D.肾小球 E.远曲小管,E.远曲小管
304,6,5,8,4. 判断酸碱平衡紊乱是否为代偿性主要指标是(2.0分),A.实际碳酸氢盐 B.标准碳酸氢盐 C.PH D.动脉血二氧化碳分压,C.PH
305,6,5,8,5. BE负值增大可见于(2.0分),A.代谢性碱中毒 B.代谢性酸中毒 C.急性呼吸性酸中毒  D.急性呼吸性碱中毒 E.慢性呼吸性酸中毒,B.代谢性酸中毒
306,6,5,8,6. 血浆[H2CO3]原发性升高可见于(2.0分),A.代谢性酸中毒 B.呼吸性碱中毒 C.呼吸性酸中毒  D.代谢性碱中毒 E.呼吸性碱中毒合并代谢性碱中毒,C.呼吸性酸中毒 
307,6,5,8,7. 血浆[H2CO3]继发性降低可见于(2.0分),A.代谢性酸中毒 B.代谢性碱中毒 C.呼吸性碱中毒 D.呼吸性酸中毒  E.呼吸性碱中毒合并代谢性碱中毒,A.代谢性酸中毒
308,6,5,8,8. 代谢性酸中毒时肾的主要代偿方式是(2.0分),"A.泌H+、泌NH3减少,重吸收HCO3-增加 B.泌H、泌NH3及重吸收HCO3-增加 C.泌H+、泌NH3增加,重吸收HCO3-减少 D.泌H+、泌NH3及重吸收HCO3-减少 E.泌H+、泌NH3不变,重吸收HCO3-增加",B.泌H、泌NH3及重吸收HCO3-增加
309,6,5,8,9. 可以引起AG增高型代谢性酸中毒的原因是(2.0分),A.应用碳酸酐酶抑制剂  B.酮症酸中毒 C.服用含氯性药物过多 D.腹泻  E.远端肾小管性酸中毒,B.酮症酸中毒
310,6,5,8,"10. 严重肾功能衰竭可引起AG增高型代谢性酸中毒,其主要发病环节是(2.0分)",A.肾小管泌NH3增加 B.固定酸阴离子排出减少 C.肾小管泌H+增加 D.碳酸酐酶活性增加 E.重吸收HCO3-增加,B.固定酸阴离子排出减少
311,6,5,8,"11. 急性呼吸性酸中毒时,机体的主要代偿机制是(2.0分)",A.肾小管泌H+、泌NH3增加 D.血浆碳酸氢盐缓冲系统进行缓冲 B.细胞内、外离子交换和细胞内缓冲 C.增加肺泡通气量 D.肾重吸收HCO3-减少,B.细胞内、外离子交换和细胞内缓冲
312,6,5,8,"12. 慢性呼吸性酸中毒时,下述哪项不能发挥代偿作用(2.0分)",A.血红蛋白缓冲系统 B.细胞内、外离子交换 C.肾 D.肺 E.血浆蛋白缓冲系统,D.肺
313,6,5,8,13. 下列有关体液的叙述，哪一项是正确的？(2.0分),A.成年女性的体液量约占体重的60% B.血浆约占体重的10% C.脑脊液、关节液、消化液等都属功能性细胞外液 D.细胞内液量在男性约占体重的40%，绝大部分存在于骨骼肌中 E.细胞内液和细胞外液的渗透压一般为260~280mmol/L,D.细胞内液量在男性约占体重的40%，绝大部分存在于骨骼肌中
314,6,5,8,14. 等渗性缺水多发生于： (2.0分),A.胃肠道消化液长期慢性丧失 B.进水量不足 C.水分丧失过多 D.补充等渗盐水过多 E.胃肠道消化液急性丧失,E.胃肠道消化液急性丧失
315,6,5,8,15. 当外科病人出现痉挛性疼痛、腱反射减弱、神志不清、神志昏迷时，应首先考虑： (2.0分),A.低血钾 B.并发脑血管意外 C.高血钠 D.高血镁 E.低血钠,E.低血钠
316,6,5,8,16. 关于高渗性缺水，下列错误的是： (2.0分),A.早期的主要症状为口渴 B.能引起抗利尿激素分泌增多 C.细胞外液渗透压升高 D.能使醛固酮分泌增加 E.对不能口服的患者，给予平衡盐溶液静脉滴注,E.对不能口服的患者，给予平衡盐溶液静脉滴注
317,6,5,8,17. 关于低钾血症哪项正确？ (2.0分),A.心电图T波高 B.心率缓慢 C.与碱中毒有关 D.严重缺钾每日最多补钾4~5g E.紧急时应静脉推注10%氯化钾,C.与碱中毒有关
