number,grade,module,week,question_stem,choice,correct_answer
251,7,1,6,1. 与B细胞活化有关的膜分子：(2.0分),A.CD21和CD19 B.CD4和CD40                       C.CD3和CD2                        D.CD4和CD8    E.CD56和CD16,A.CD21和CD19
252,7,1,6,2. CD2的配体是：(2.0分),A.CD3    B.LFA-2 C.CD79α和CD79β                  D.LFA-3                            E.羊红细胞受体,D.LFA-3                           
253,7,1,6,3. 以下关于CD4的说法哪项是错误的：(2.0分),A.CD4属于免疫球蛋白超家族成员     B.CD4不直接参与特异性识别抗原    C.成熟的T细胞表面都有CD4表达     D.CD4可与Ag-MHCII分子复合体结合 E.可用抗CD4单抗对辅助性T细胞进行检测,C.成熟的T细胞表面都有CD4表达    
254,7,1,6,4. EB病毒的受体是：(2.0分),A.CD28 B.CD8 C.CD4 D.CD2 E.CD21,E.CD21
255,7,1,6,5. 能与CD80结合的是(2.0分),A.CD4 B.CD8 C.CD2 D.CD28 E.CD21,D.CD28
256,7,1,6,6. 主要介导细胞与细胞外基质结合的黏附分子家族是：(2.0分),A.免疫球蛋白超家族 B.钙黏蛋白家族 C.整合素家族  D.选择素家族 E.未归类黏附分子,C.整合素家族 
257,7,1,6,7. 结构上有β3链整合素家族成员属于： (2.0分),A.钙黏蛋白组    B.VLA组 C.补体调节蛋白组 D.血小板糖蛋白组 E.白细胞黏附受体组,D.血小板糖蛋白组
258,7,1,6,8. 主要介导白细胞与内皮细胞结合，参与炎症及淋巴细胞归巢的黏附分子家族是：(2.0分),A.免疫球蛋白超家族 B.选择素家族 C.钙黏蛋白家族 D.整合素家族  E.未归类黏附分子,B.选择素家族
259,7,1,6,9. 主要介导同型细胞间的黏附作用，对组织和器官的发育及完整组织结构的维持起重要作用的黏附分子家族是：(2.0分),A.选择素家族 B.免疫球蛋白超家族 C.钙黏蛋白家族  D.整合素家族 E.未归类黏附分子,C.钙黏蛋白家族 
260,7,1,6,10. L-选择素、E-选择素、P-选择素中的L、E、P分别表示：(2.0分),A.血小板、内皮细胞、白细胞    B.淋巴细胞、血小板、内皮细胞 C.淋巴细胞、内皮细胞、神经细胞 D.白细胞、内皮细胞、血小板 E.白细胞、血小板、神经细胞,D.白细胞、内皮细胞、血小板
261,7,1,6,11. 有关渗出液与漏出液，下列哪项正确：(2.0分),A.渗出液只形成浆膜腔积液 B.渗出液与漏出液均可造成间质水肿与浆膜腔积液 C.漏出液只造成间质水肿 D.渗出液与漏出液均不会造成间质水肿与浆膜腔积液,B.渗出液与漏出液均可造成间质水肿与浆膜腔积液
262,7,1,6,12. 炎症局部主要由巨噬细胞增生形成境界清楚的结节状病灶称：(2.0分),A.结节 B.肉芽肿 C.炎性息肉 D.炎性假瘤,B.肉芽肿
263,7,1,6,13. 下列哪项不是由细胞释放的炎症介质：(2.0分),A.白细胞三烯 B.前列腺素 C.组胺与5羟色胺 D.缓激肽,D.缓激肽
264,7,1,6,14. 炎症时白细胞游出的部位是：(2.0分),A.细动脉与细静脉 B.细静脉与毛细血管 C.中静脉与细静脉 D.小动脉与细动脉,B.细静脉与毛细血管
265,7,1,6,15. 局限性的化脓性炎且形成含脓的腔称：(2.0分),A.蜂窝织炎 B.脓肿 C.表面化脓 D.纤维素性炎,B.脓肿
266,7,1,6,16. 葡萄球菌和链球菌感染时局部以下列那种是细胞浸润为主：(2.0分),A.嗜酸性粒细胞 B.巨噬细胞 C.中性粒细胞 D.淋巴细胞,C.中性粒细胞
