,grade,module,week,question_stem,choice,correct_answer
1,6,5,1,1. 关于细菌L型的特性错误的是：(2.0分),A.高度多形性  B.某些L型仍有一定的致病力 C.格兰染色多为阴性  D.在低渗培养基上生长,D.在低渗培养基上生长
2,6,5,1,2. 细菌芽孢与高度耐热性有关的特有化学组分是：(2.0分),A.核酸 B.磷脂 C.肽聚糖 D.吡啶二羧酸,D.吡啶二羧酸
3,6,5,1,3. G-菌细胞壁内不具有的成分是：(2.0分),A.磷壁酸 B.黏肽 C.脂蛋白 D.脂多糖,A.磷壁酸
4,6,5,1,4. 有关鞭毛的叙述，不正确的是： (2.0分),A.是细菌的运动器官    B.化学成分为多糖 C.某些细菌鞭毛与其致病性有关 D.具有抗原性可用于细菌的鉴别,B.化学成分为多糖
5,6,5,1,5. 研究细菌性状应选用哪一生长期的细菌： (2.0分),A.迟缓期 B.稳定期 C.对数期 D.稳定晚期,C.对数期
6,6,5,1,6. 关于热原质，下列哪项叙述是错误的？ (2.0分),A.本质是细菌细胞壁中的脂多糖 B.多由G-菌产生 C.注入人体可引起发热  D.蒸馏法不能除去液体中的热原质,D.蒸馏法不能除去液体中的热原质
7,6,5,1,7. 不属于细菌代谢产物的是： (2.0分),A.毒素 B.维生素 C.色素 D.抗毒素,D.抗毒素
8,6,5,1,8. 具有拮抗有亲缘关系细菌的细菌代谢产物是： (2.0分),A.细菌素 B.抗生素 C.维生素 D.内毒素,A.细菌素
9,6,5,1,9. 关于噬菌体的描述， 错误的是(2.0分),A.只能在活菌内寄生 B.是非细胞型微生物 C.大多呈蝌蚪状，由头部和尾部组成 D.含有DNA和RNA两种核酸,D.含有DNA和RNA两种核酸
10,6,5,1,10. 转化过程中受体菌获得供体菌遗传物质的方式主要是(2.0分),A.直接摄取 B.通过噬菌体 C.通过性菌毛 D.细胞融合,A.直接摄取
11,6,5,1,11. 溶原性转换与转导的区别是(2.0分),A.前者转移的是噬菌体基因， 后者转移的是供体菌基因 B.前者参与的是温和噬菌体，后者参与的是毒性噬菌体 C.前者可引起受体菌耐药性改变，后者不能 D.前者进行基因转移需要受体菌处于感受态，而后者不需要,A.前者转移的是噬菌体基因， 后者转移的是供体菌基因
12,6,5,1,12. 关于质粒的描述，错误的是(2.0分),A.能自我复制 B.是一闭合环状双链DNA C.是细菌染色体外的遗传物质 D.是细菌生长繁殖必须的物质,D.是细菌生长繁殖必须的物质
13,6,5,1,13. 关于抗菌药物作用机制的描述，错误的是(2.0分),A.干扰细菌细胞壁的合成 B.影响细菌细胞膜的功能 C.抑制细菌荚膜的形成  D.抑制细菌蛋白质的合成,C.抑制细菌荚膜的形成 
14,6,5,1,14. 影响细菌获得性耐药的因素不包括(2.0分),A.药物使用的剂量  B.细菌的种属特性 C.细菌耐药的自发突变频率 D.质粒介导耐药性的优势地位,B.细菌的种属特性
15,6,5,1,15. 关于 －内酰胺酶的描述，错误的是(2.0分),A.G+菌的 －内酰胺酶通常为胞外酶 B.在G-菌中，对 －内酰胺类抗生素的耐药性主要由超广谱 －内酰胺酶和AmpC  －内酰胺酶介导 C.能作用于 －内酰胺类抗生素，使之失去抗菌活性 D. －内酰胺酶由质粒基因编码,D. －内酰胺酶由质粒基因编码
16,6,5,1,16. 关于细菌外毒素的描述，错误的是(2.0分),A.经甲醛处理，可去除其免疫原性而制成类毒素 B.毒性作用具有选择性 C.化学成分是蛋白质 D.不耐热,A.经甲醛处理，可去除其免疫原性而制成类毒素
17,6,5,1,17. 菌血症和败血症的根本区别是(2.0分),A.前者只是细菌在血液中短暂出现，细菌没有增殖或仅有极少量繁殖；后者血液中有病原菌的大量增殖，并产生毒性代谢产物 B.前者临床症状轻微，后者严重 C.前者血液中有细菌的大量繁殖，后者血液中没有细菌的繁殖 D.前者临床症状严重，后者轻微,A.前者只是细菌在血液中短暂出现，细菌没有增殖或仅有极少量繁殖；后者血液中有病原菌的大量增殖，并产生毒性代谢产物
18,6,5,1,18. 关于微生物感染检查时，标本采集、运送和处理的描述，错误的是(2.0分),A.血清抗体检测采双份血：病初和恢复期各一份 B.标本采集必须无菌操作，选择病变明显部位采集标本 C.尽早采集、迅速送检 D.标本采集后及时送检，不能及时送检必须放置冰箱保存,D.标本采集后及时送检，不能及时送检必须放置冰箱保存
19,6,5,1,19. 不属于细菌成分检测的是(2.0分),A.核酸检测 B.抗原检查 C.细菌毒素检测 D.生化试验,D.生化试验
20,6,5,1,20. 革兰染色所用试剂的顺序是(2.0分),A.结晶紫-乙醇-碘液-稀释复红 B.结晶紫-碘液-乙醇-稀释复红 C.稀释复红-乙醇-结晶紫-碘液 D.稀释复红-碘液-乙醇-结晶紫 E.以上均不是,B.结晶紫-碘液-乙醇-稀释复红
21,6,5,1,21. 菌落的描述不正确的是(2.0分),A.一个菌落是由单个细菌繁殖形成的 B.肉眼可见 C.根据菌种的不同，菌落可带有不同的颜色 D.在液体培养基中形成 E.可分为S或R型,D.在液体培养基中形成
22,6,5,1,22. 观察细菌动力最常用的培养基是(2.0分),A.巧克力色琼脂平板培养基  B.半固体培养基  C.血琼脂平板培养基   D.液体培养基 E.厌氧培养基,B.半固体培养基 
23,6,5,1,23. 抗菌谱是  (2.0分),A.药物的抗菌范围 B.药物的治疗指数 C.药物的抗菌能力 D.抗菌药的治疗效果 E.抗菌药的适应证,A.药物的抗菌范围
24,6,5,1,24. 产生钝化酶的细菌往往对下列哪一类抗生素发生耐药？  (2.0分),A.氨基糖苷类抗生素 B.大环内酯类抗生素 C.头孢菌素类抗生素     D.青霉素类抗生素 E.四环素类抗生素  ,A.氨基糖苷类抗生素
25,6,5,1,25. 有关化疗指数(CI)的描述中错误的是  (2.0分),A.LD50/ED50反映CI B.CI反映药物的安全性 C.CI大说明药物临床应用不安全 D.CI是衡量药物安全性的有效指标之一 E.化疗药安全性也可用LD5／ED95反映,C.CI大说明药物临床应用不安全
26,6,5,1,26. 关于青霉素结合蛋白(PBPs)下列描述哪项是错误的？  (2.0分),A.当PBPs谱型发生改变则对β-内酰胺类抗生素产生耐药性 B. β-内酰胺抗生素与PBPs结合导致细菌变形死亡 C.某些细菌胞浆膜具有PBPs D.当诱导产生新的PBPs时，则β-内酰胺类抗生素抗菌作用增强     E.PBPs有多种类型,D.当诱导产生新的PBPs时，则β-内酰胺类抗生素抗菌作用增强    
27,6,5,1,27. 与丙磺舒竞争肾小管分泌的抗生素是  (2.0分),A.Polymyxin B B.Penicillin C.Streptomycin D.Isoniazid (INH) E.Chloramphenicol,B.Penicillin
28,6,5,1,28. 治疗下肢急性丹毒（溶血性链球菌感染）应首选  (2.0分),A.Gentamicin B.Tetracycline C.Ampicillin  D.Erythromycin E.Penicillin G,E.Penicillin G
29,6,5,1,29. 对penicillin G耐药菌株比较多的细菌是 (2.0分),A.金黄色葡萄球菌 B.肺炎球菌     C. 脑膜炎奈瑟菌 D.溶血性链球菌 E.白喉棒状杆菌 F.  ,A.金黄色葡萄球菌
30,6,5,1,30. 出现penicillin G所致的速发型过敏反应时，应立即选用  (2.0分),A.Diphenhydramine（苯海拉明）  B.Glucocorticoids（糖皮质激素） C.Penicillin D.Epinephrine E.Phenobarbital,D.Epinephrine
31,6,5,1,31. 抗铜绿假单胞菌作用最强的头孢菌素是   (2.0分),A.Ceftazidime（头孢他啶） B.Cefoperazone C.Cefamandole（头孢孟多） D.Cefalotin（头孢噻吩） E.Cefalexin,A.Ceftazidime（头孢他啶）
32,6,5,1,32. 下列头孢菌素中，哪一个对β-内酰胺酶稳定性高？  (2.0分),A.Cefalotin（头孢噻吩） B.Cefazolin（头孢唑啉） C.Cefalexin D.Cefadroxil（头孢羟氨苄） E.Cefoperazone,E.Cefoperazone
33,6,5,1,33. 人工合成的单环β-内酰胺类药物有  (2.0分),A.Cefalexin B.Imipenem（亚胺培南） C.Piperacillin（哌拉西林） D.Aztreonam（氨曲南） E.Sulbactam（舒巴坦）,D.Aztreonam（氨曲南）
34,6,5,1,34. Clavulanic acid（克拉维酸）可与amoxicillin配伍应用，是因具有下列哪一种特点？ (2.0分),A.抗菌谱广 B.可与amoxicillin林竞争自肾小管的分泌 C.是广谱β-内酰胺酶抑制药 D.可使amoxicillin的口服吸收更好 E.可使amoxicillin用量减少、毒性降低,C.是广谱β-内酰胺酶抑制药
