number,grade,module,week,question_stem,choice,correct_answer
300,7,2,7,17. 卡特尔人格因素测验将人格根源特质分为多少种： (3.0分),A.12种 B.8种  C.16种 D.18种,C.16种
1299,10,2,7,4. 下列治疗类风湿性关节炎的改善病情抗风湿病药物（DMARDs）是 (3.0分),A.Indomethacin B.Diclofenac C.Chloroquine D.Celecoxib,C.Chloroquine
988,9,2,7,15. 以下不属于人格测验的一项是： (2.0分),A.16PF  B.SDS C.MMPI  D.EPQ ,B.SDS
291,7,2,7,8. 右美托咪定有镇痛作用，其作用的受体是： (3.0分),A.δ B.к C.μ D.α2,D.α2
992,9,2,7,19. 心身疾病的主要干预方法： (2.0分),A.消除心理社会刺激因素 B.行为矫正 C.认知干预治疗 D.以上都是,D.以上都是
294,7,2,7,11. 癌症病人听到癌症的诊断后，出现心理反应的顺序是： (3.0分),A.否认-怀疑期，愤怒-沮丧期，接受-适应期，休克-恐惧期 B.休克-恐惧期，愤怒-沮丧期，接受-适应期，否认-怀疑期 C.否认-怀疑期，休克-恐惧期，愤怒-沮丧期，接受-适应期 D.休克-恐惧期，否认-怀疑期，愤怒-沮丧期，接受-适应期,D.休克-恐惧期，否认-怀疑期，愤怒-沮丧期，接受-适应期
313,7,2,7,30. 失眠的心理社会因素不包括： (3.0分),A.过度疲劳或紧张 B.不良自我暗示  C.对健康过度关心     D.入睡前饮用兴奋性饮料,D.入睡前饮用兴奋性饮料
981,9,2,7,8. 下列哪项属于标准分： (2.0分),A.Z分 B.T分 C.划界分 D.标准20 ,C.划界分
305,7,2,7,22. 以下哪项正确： (3.0分),A.普鲁卡因是酰胺类局麻药，剂量限制为1000mg B.布比卡因是长效局麻药，剂量限制为40mg C.利多卡因可维持2小时左右的局麻效果，剂量限制为400mg D.罗哌卡因可维持4小时以上的局麻效果，使用前先进行皮试,C.利多卡因可维持2小时左右的局麻效果，剂量限制为400mg
987,9,2,7,14. 关于艾森克人格问卷（EPQ），下列哪项是错误的： (2.0分),"A.包括E、N、P三个分量表 B.E分高反映个性外向         C.N分高反映情绪不稳定,易焦虑        D.P分高反映孤僻、挑衅、不适应环境",A.包括E、N、P三个分量表
2422,14,2,7,3. 下列哪项正确:  (3.0分),"A.术中输注瑞芬太尼的病人停药后,出现疼痛、镇痛药物需要量增加的原因与成瘾性有关芬太尼对心血管的影响很大 B.小剂量的阿片类药物即可具有较好的神经病理疼痛治疗效果 C.单用阿片类药物维持镇痛镇静，与心脏手术术中知晓无关 D.芬太尼贴片对术后切口痛无效",C.单用阿片类药物维持镇痛镇静，与心脏手术术中知晓无关
290,7,2,7,7. 局麻药中枢毒性反应随中毒程度不同有不同表现。下列哪个症状是中毒症状中最轻的： (3.0分),A.局部肌肉抽动 B.耳鸣 C.口唇麻木 D.眼球震颤翻白,C.口唇麻木
984,9,2,7,11. 信度是指测验分数的(2.0分),A.可靠性 B.灵敏性 C.有效性 D.精确性,A.可靠性
301,7,2,7,18. 疑似心绞痛心肌梗死的病人进入急诊室，除了给予吸氧、含硝酸甘油，阿司匹林外，还可以静脉注射的镇痛药是： (3.0分),A.吗啡 B.哌替啶 C.帕瑞昔布 D.布比卡因,A.吗啡
304,7,2,7,21. 用较大剂量后会出现瞳孔缩小的药物： (3.0分),A.曲马多 B.吗啡 C.哌替啶 D.萘普生,B.吗啡
2340,13,2,7,27. 对标准化心理测验应具备的条件而言，下列哪项是错误的(3.0分),A.效度、信度 B.常模 C.因人制宜的测试条 D.统一的计分标准 ,C.因人制宜的测试条
982,9,2,7,9. 以下不属于效度检验方法的是： (2.0分),A.结构效度  B.复本效度 C.内容效度 D.效标效度,B.复本效度
2425,14,2,7,6. 以下不属于心理评估常用方法的是： (3.0分),A.会谈法 B.实验法 C.察法 D.调查法,B.实验法
314,7,2,7,31. 来访者中心疗法不主张： (3.0分),A.促进来访者成长  B.对来访者明确指导    C.发展来访者主观能动性  D.医生与来访者是平等"角色",B.对来访者明确指导   
991,9,2,7,18. 强调心理社会因素通过何种生物学机制引起心身疾病的研究途径是： (2.0分),A.心理生理学理论 B.学习理论 C.心理动力理论 D.人本主义理论,A.心理生理学理论
284,7,2,7,1. 说明心理社会因素"如何"通过神经内分泌和免疫系统造成躯体疾病的研究领域称为： (3.0分),A.免疫学 B.心理免疫学 C.神经免疫学 D.心理神经免疫学,D.心理神经免疫学
286,7,2,7,3. 塞来昔布的镇痛作用机制是： (3.0分),A.抑制PGs合成 B.抑制COX-1 C.抑制神经动作电位传递 D.以上都不是,A.抑制PGs合成
309,7,2,7,26. 支持疗法的理论基础中， 不包括： (3.0分),A.善用"资源" B.认知调整 C.提高应对能力  D.挖掘幼年体验,D.挖掘幼年体验
311,7,2,7,28. 心理治疗的基本过程有： (3.0分),A.建立关系、分析认识、治疗行动、疗效评价和结束巩固 B.探索问题、心理测验、治疗行动、疗效评价和结束巩固 C.建立关系、探索问题、心理测验、治疗行动和疗效评价 D.探索问题、分析认识、治疗行动、疗效评价和结束巩固,D.探索问题、分析认识、治疗行动、疗效评价和结束巩固
1308,10,2,7,13. 现代骨肉瘤治疗方式是：(3.0分),A.化疗+放疗+肿瘤边缘切除 B.新辅助化疗+肿瘤广泛切除性保肢 C.化疗+放疗+肿瘤囊内手术 D.新辅助化疗+根治截肢,B.新辅助化疗+肿瘤广泛切除性保肢
3179,16,2,7,33. 下列关于四肢病理学检查，描述不正确的是(3.0分),A.检查时要充分暴露 B.检查时要双侧对比 C.检查时要多次反复用力操作，避免假阴性 D.客观检查要与主观症状相结合,C.检查时要多次反复用力操作，避免假阴性
983,9,2,7,10. 关于离差智商，下列哪项是错误的： (2.0分),A.由比奈-西蒙智力量表最早采用       B.其计算公式是：IQ=15（χ- X ）/S+100 C.适用于任何年龄 D.是标准分的一种,A.由比奈-西蒙智力量表最早采用      
1309,10,2,7,14. 骨肿瘤的正确诊断需要：(3.0分),A.病史与体检+家族史+影像学检查 B.家族史+病理检查+影像学检查 C.病史与体检+病理检查+影像学检查 D.影像学检查+穿刺,C.病史与体检+病理检查+影像学检查
994,9,2,7,21. 下列有关心理社会因素与癌症关系的叙述不正确的是： (2.0分),A.不良心理反应和应付方式对癌症病人生活质量有严重影响 B.争强好胜、时间紧迫感、脾气暴躁不是癌症病人的行为特点 C.癌症病人常常有意识疏泄自己的情绪来减轻紧张和痛苦 D.突然得知患癌消息的病人情绪反应强烈，易导致免疫力下降,C.癌症病人常常有意识疏泄自己的情绪来减轻紧张和痛苦
306,7,2,7,23. 影响疼痛的心理社会因素不包括： (3.0分),A.情绪因素 B.人格因素 C.宗教信仰 D.经济因素,D.经济因素
293,7,2,7,10. 慢性关节炎疼痛病人，长期服用布洛芬制剂，最可能发生的药物不良反应是： (3.0分),A.白细胞减少 B.药物成瘾 C.向心性肥胖 D.胃溃疡,D.胃溃疡
2346,13,2,7,33. 生物反馈疗法的理论基础是 (3.0分),A.生理学、信息论和控制论 B.行为学习理论、生理学和信息论 C.行为学习理论、信息论和控制论 D.生物学、行为学习理论和信息论,C.行为学习理论、信息论和控制论
316,7,2,7,33. 儿童骨折的主要方式为：(3.0分),A.凹陷性骨折  B.压缩性骨折   C.粉碎性骨折  D.青枝骨折,D.青枝骨折
2788,15,2,7,6. 骨关节炎的特点，以下哪项错误？ (4.0分),A.关节面骨质硬化 B.骨质疏松 C.关节面下小囊变 D.关节间隙不对称变窄　,B.骨质疏松
633,8,2,7,18. 下列哪项错误，利多卡因的主要麻醉用途： (4.0分),A.0.5%-1%局部浸润麻醉 B.5-10%局部浸润麻醉 C.1-2%外周神经阻滞 D.1-2%硬膜外麻醉 E.胶或软膏作表面麻醉,B.5-10%局部浸润麻醉
2794,15,2,7,12. 以下不属于致痛物质的是   (4.0分),A.K+  B.ATP  C.AMP  D.组胺  E.阿片肽,C.AMP 
1318,10,2,7,23. 闸门学说中兴奋SG细胞的是(3.0分),A.Aα纤维  B.Aδ纤维  C.B 类纤维  D.C 类纤维  E.Aβ纤维,E.Aβ纤维
622,8,2,7,7. 传导快痛的外周神经纤维主要是 (4.0分),A.Aα纤维 B.Aδ纤维 C.B 类纤维 D.C 类纤维 E.Aγ纤维,B.Aδ纤维
623,8,2,7,8. 闸门学说中抑制SG细胞的是 (4.0分),A.Aα纤维  B.Aδ纤维 C.B 类纤维  D.C 类纤维  E.Aβ纤维  ,D.C 类纤维 
1320,10,2,7,25. 引起听觉的感受器是什么类型感受器？(3.0分),A.Mechanoreceptor B.Chemoreceptor C.Electromagnetic receptor D.Thermoreceptor E.Nociceptor,A.Mechanoreceptor
626,8,2,7,11. 对待晚期癌痛病人的疼痛治疗(4.0分),"A.早期就要用强效阿片药物 B.个体化用药 C.阿片药物不会出现恶心呕吐,故治疗中无肠梗阻病人不需要给予止吐药物 D.强啡肽是近年来人工合成的阿片受体激动剂 E.强啡肽是近年来人工合成的阿片受体拮抗剂",B.个体化用药
631,8,2,7,16. 下列哪项关于NSAID药物叙述是错误的： (4.0分),"A.NSAID为非甾体抗炎药（Nonsteroidal Antiinflammatory Drugs，NSAIDs）是一类不含有甾体结构的抗炎药 B.NSAIDs通过干预COX酶活性、阻断花生四烯酸的代谢、抑制前列腺素的合成，发挥其解热、镇痛、消炎作用  C.新近的NSAID以选择性作用于COX2为主 D.WHO癌症疼痛三阶梯治疗轻度疼痛:首选第一阶梯非甾体类抗炎药,以阿司匹林为代表 E.个体化给药仅仅指阿片类药，不包括NSAID",E.个体化给药仅仅指阿片类药，不包括NSAID
1311,10,2,7,16. 神经‐骨骼肌接头处的兴奋传递物质是(3.0分),A.5‐羟色胺 B.乙酰胆碱 C.去甲肾上腺素 D.肾上腺素 E.多巴胺,B.乙酰胆碱
1005,9,2,7,32. 现在，非甾体抗炎药不作为类风湿关节炎治疗的首选药物，其原因是 (2.0分),A.疗效有限 B.长期应用不能有效缓解病情 C.有胃肠道和心脏毒性反应 D.已有更好的药物 E.以上均是,E.以上均是
1000,9,2,7,27. 慢性骨骼、软组织疼痛治疗的方法： (2.0分),A.药物治疗： B.神经阻滞 C.硬脊膜外腔注药 D.痛点注射 E.以上都是,E.以上都是
288,7,2,7,5. 有助于帮助诊断重症肌无力的肌电图方法是(3.0分),A.运动神经测定 B.H 反射测定 C.F 波测定 D.低频重复电刺激 E.高频重复电刺激,D.低频重复电刺激
1003,9,2,7,"30. 改善病情的抗风湿药(disease-modifying anti-rheumatic drugs, DMARDs)主要包括 (2.0分)",A.镇痛药 B.抗菌药 C.骨代谢调节药 D.免疫增强药 E.免疫抑制药,E.免疫抑制药
1020,9,2,7,47. 局麻药的叙述哪项不正确:(2.0分),A.目前临床的局麻药分为酯类和酰胺类 B.典型的局麻药分子结构的中间链可为酯链或酰胺链 C.足够浓度的局麻药可以阻断相应部位的神经肌肉膜内电冲动的传导 D.全身应用局麻药不会影响心肌、平滑肌等功能，但是，对外周和中枢神经系统及心脏特殊传导系统的冲动传递有作用。 E.局麻药中毒反应中以中枢和心血管系统受累为主,D.全身应用局麻药不会影响心肌、平滑肌等功能，但是，对外周和中枢神经系统及心脏特殊传导系统的冲动传递有作用。
617,8,2,7,2. 牵涉痛是指     (4.0分),A.内脏疾病引起相邻脏器的疼痛  B.手术牵拉脏器引起的疼痛 C.神经疼痛向体表投射 D.按压体表引起部分内脏疼痛 E.内脏疾病引起体表某一部位的疼痛或痛觉过敏,E.内脏疾病引起体表某一部位的疼痛或痛觉过敏
2334,13,2,7,21. 哪项叙述正确(3.0分),A.局麻药中加入肾上腺素的目的是升高血压、避免血管扩张 B.在阴茎等局部神经阻滞时，麻药中要加入一定浓度的肾上腺素 C.利多卡因用于局部浸润麻醉时的浓度是0.5-1%，肾上腺素浓度为1：200000 D.利多卡因用于局部浸润麻醉时的浓度是0.5-1%，肾上腺素浓度为1：2000 E.丁卡因由于心脏毒性大，在局部浸润麻醉时的浓度低为0.25-0.5%，肾上腺素浓度为1：2000,C.利多卡因用于局部浸润麻醉时的浓度是0.5-1%，肾上腺素浓度为1：200000
1009,9,2,7,36. 临床上普鲁卡因局部麻醉药的应用是由于阻断了局部神经冲动的传导，其神经细胞发生的变化是(2.0分),A.细胞变性 B.结构完整性破坏 C.功能完整性破坏 D.细胞膜电压门控钾通道破坏 E.细胞膜化学门控钠通道破坏,C.功能完整性破坏
1312,10,2,7,17. 细胞膜上不衰减形式传播的电活动是(3.0分),A.动作电位 B.静息电位 C.终板电位 D.感受器电位 E.突触后电位,A.动作电位
1006,9,2,7,33. 神经、肌肉、腺体受阈刺激产生反应的共同表现是(2.0分),A.收缩 B.分泌 C.局部电位 D.阈电位 E.动作电位,E.动作电位
630,8,2,7,15. 地佐辛联合芬太尼使用(4.0分),A.可减少芬太尼用量 B.术中芬太尼用量不变 C.镇痛作用减弱 D.镇痛作用增强不明显，且部分拮抗 E.不良反应发生率明显增加，尤其是呼吸抑制 ,A.可减少芬太尼用量
