number,grade,module,week,question_stem,choice,correct_answer
73,6,3,3,1. 关于心脏前负荷，下面哪项叙述是正确的(2.5分),A.又称压力负荷 B.指心室射血所要克服的张力 C.指心脏收缩前所承受的容量负荷 D.指循环血量 E.前负荷过度可导致心肌性肥大,C.指心脏收缩前所承受的容量负荷
74,6,3,3,2. 下列哪种血管患动脉粥样硬化后果最为严重  (2.5分),A.小动脉 B.大、中动脉 C.细动脉 D.细、小动脉 E.微动脉,D.细、小动脉
75,6,3,3,3. 下列哪种病变少见于动脉粥样硬化？(2.5分),A.钙化 B.玻璃样变 C.纤维蛋白样坏死 D.血栓形成 E.出血,C.纤维蛋白样坏死
76,6,3,3,4. Nitroglycerin、β受体阻断药和钙拮抗剂治疗心绞痛的共同作用是(3.0分),A.抑制心肌收缩力 B.降低心肌耗氧量 C.减慢心率 D.延长射血时间 E.减少心室容积,B.降低心肌耗氧量
77,6,3,3,5. 心功能降低时最早出现的变化是(2.5分),A.心输出量降低 B.射血分数降低 C.心脏指数降低 D.心力备降低 E.动脉血压降低,B.射血分数降低
78,6,3,3,6. 扩张血管作用较强的钙拮抗药是(2.5分),A.Nitroglycerin B.Sodium nitroprusside  C.Verapamil D.Diltiazem E.Nifedipine,E.Nifedipine
79,6,3,3,7. 内源性甘油三酯主要由下列哪一种血浆脂蛋白运输？(2.5分),A.HDL B.LDL C.VLDL D.CM E.HDL3,C.VLDL
80,6,3,3,8. 冠心病心绞痛与心肌梗死时胸痛的主要鉴别点是(2.5分),A.疼痛的放射部位不同 B.疼痛性质不同 C.疼痛的持续时间及对活服硝酸甘油的反应不同 D.疼痛的部位不同 E.疼痛时是否伴发恶心,C.疼痛的持续时间及对活服硝酸甘油的反应不同
81,6,3,3,9. 下述哪项原因不会导致心脏压力负荷增加(2.5分),A.主动脉狭窄 B.高血压 C.二尖瓣关闭不全 D.肺动脉狭窄 E.主动脉瓣狭窄,C.二尖瓣关闭不全
82,6,3,3,10. 强心苷降低心房纤颤患者的心室率原因是(2.5分),A.降低心房自律性 B.改善心肌缺血状态 C.降低心室肌自律性 D.增加房室结传导 E.抑制房室传导,E.抑制房室传导
83,6,3,3,11. 关于心脏后负荷，下面哪项叙述不正确(2.5分),A.决定心肌收缩的初长度 B.又称压力负荷 C.指心脏收缩时所遇到的负荷 D.肺动脉高压可导致右室后负荷增加 E.高血压可导致左室后负荷增加,A.决定心肌收缩的初长度
84,6,3,3,12. Which one of the following statements about a 42-year-old male with a history of CHF who is being treated with spironolactone is true?(2.5分),A.He has reduced sodium absorption in the collecting tubules. B.Secretion of potassium in the cortical collecting tubules is enhanced C.He has low levels of aldosterone. D.He is at increased risk of hypokalemia.,D.He is at increased risk of hypokalemia.
85,6,3,3,13. 冠心病心绞痛发作的典型部位是(2.5分),A.剑突下 B.心前区 C.心尖部 D.胸骨体下段之后 E.胸骨体中、上段之后,E.胸骨体中、上段之后
86,6,3,3,14. The benefits of using statins for hyperlipidemia patients including the following EXCEPT(3.0分),A.Reduce stroke B.Reduced major coronary events   C.Reduce total mortality D.Reduce the risk of myopathy,D.Reduce the risk of myopathy
87,6,3,3,15. beta-adrenergic receptor blocker（ 阻滞剂）应用过程中，以下注意点中哪一项是不正确的(2.5分),A.从小剂量开始； B.心率小于50次/分考虑停用； C.递增剂量渐进缓慢； D.在开始应用后心衰有加重的临床表现应及时停药； E.需要合用ACEI、利尿剂和洋地黄等药物,D.在开始应用后心衰有加重的临床表现应及时停药；
88,6,3,3,16. A 38-year-old man in a rural area presents to a physician for an employment physical. Ocular examination reveals small opaque rings on the lower edge of the iris in the anterior chamber of the eye. Nodular lesions are found on his Achilles tendon. Success(2.5分),A.Apo B-100  B.Apo B-100 receptor  C.Apo E receptor  D.Apo E  E.Lecithin cholesterol acyltransferase,B.Apo B-100 receptor 
