number,grade,module,week,question_stem,choice,correct_answer
351,7,1,8,1. 哪个补体片段具有调理作用? (2.0分),A.C2a B.C3b C.C3a D.C5a E.C5b,B.C3b
352,7,1,8,2. 具有趋化中性粒细胞作用的补体成分是(2.0分),A.C5b B.C1 C.C4b D.C5a E.C2a,D.C5a
353,7,1,8,3. 某孕妇为Rh-，第一胎分娩Rh+ 胎儿，为防止再次妊娠的Rh+ 胎儿产生溶血症，应给Rh-母亲注射(2.0分),A.Rh抗原  B.抗Rh抗体  C.免疫抑制剂 D.免疫增强剂          E.以上都不是,B.抗Rh抗体 
354,7,1,8,4. 能够通过经典途径激活补体的是(2.0分),A.IgE     B.IgD    C.IgM   D.IgA,C.IgM  
355,7,1,8,5. 哪个是补体旁路途径的C3转化酶 (2.0分),A.C4b2a   B.C4b2a3b   C.C3bBb   D.C3bBb3b,C.C3bBb  
356,7,1,8,6. 体液中的补体抑制因子是(2.0分),A.IL-2 B.IgG1 C.C1q D.H因子 E.B因子,D.H因子
357,7,1,8,7. 补体经典激活途径中各成分的激活顺序为(2.0分),A.C124536789 B.C123456789 C.C145236789 D.C124356789 E.C142356789,E.C142356789
358,7,1,8,8. 下列哪种成分无酶活性(2.0分),A.D因子 B.C1r C.P因子 D.C1s E.I因子,E.I因子
359,7,1,8,9. 参与溶菌作用的补体成分是(2.0分),A.C42 B.C1 C.C56789 D.C3 E.C423,C.C56789
360,7,1,8,10. 血管神经性水肿主要由于下列哪个成分缺陷所引起(2.0分),A.C1INH B.H因子 C.S蛋白 D.I因子 E.C4bp,A.C1INH
361,7,1,8,11. 药物过敏性血细胞减少症属于哪一型超敏反应？(2.0分),A.III型  B.II型 C.I型  D.IV型,B.II型
362,7,1,8,12. IgE 抗体主要引起(2.0分),A.迟发型超敏反应     B.速发型超敏反应      C.细胞毒型超敏反应 D.血管炎型超敏反应  E.自身免疫性疾病,B.速发型超敏反应     
363,7,1,8,13. 初次注入大量抗毒素的马血清所引起血清病的发病机理属于(2.0分),A.Ⅰ型变态反应 B.Ⅳ型变态反应 C.Ⅲ型变态反应 D.Ⅱ型变态反应 E.Ⅴ型变态反应,C.Ⅲ型变态反应
364,7,1,8,14. I型变态反应可通过下列哪种成分转移给正常人(2.0分),A.患者的血清 B.患者的致敏淋巴细胞 C.致敏淋巴细胞释放的转移因子 D.巨噬细胞释放的淋巴细胞激活因子 E.以上均不是,A.患者的血清
365,7,1,8,15. Ⅲ型超敏反应重要病理学特征是(2.0分),A.红细胞浸润 B.嗜酸性粒细胞浸润 C.淋巴细胞浸润 D.巨噬细胞浸润 E.中性粒细胞浸润,E.中性粒细胞浸润
366,7,1,8,16. 关于I型超敏反应，不正确的是： (2.0分),A.有IgE参与 B.有个体差异和遗传倾向 C.有补体直接参与 D.以生理功能紊乱为主,C.有补体直接参与
367,7,1,8,17. 与输血反应有关的是： (2.0分),A.Ⅱ型超敏反应  B.Ⅰ型超敏反应     C.Ⅲ型超敏反应     D.Ⅳ型超敏反应,A.Ⅱ型超敏反应 
368,7,1,8,18. 与类风湿因子有关的最主要的Ig是(2.0分),A.IgG B.IgA C.IgD D.IgM E.IgE,D.IgM
369,7,1,8,19. 下列哪一类细胞产生IgE (2.0分),A.巨噬细胞 B.B淋巴细胞 C.T淋巴细胞 D.肥大细胞 E.嗜碱粒细胞,B.B淋巴细胞
370,7,1,8,20. 在特异性变应原脱敏疗法中，诱导机体产生的封闭抗体的是(2.0分),A.IgG B.IgM C.IgE D.IgD E.IgA,A.IgG
371,7,1,8,21. 介导I型超敏反应的主要细胞类型(2.0分),A.肥大细胞 B.NK细胞 C.巨噬细胞 D.T淋巴细胞 E.树突状细胞,A.肥大细胞
372,7,1,8,22. 超敏反应中不是由抗体直接参与的型别为(2.0分),A.II型 B.I型  C.III型  D.IV型,D.IV型
373,7,1,8,23. 高亲和性的可结合到肥大细胞上的IgE分子部位是(2.0分),A.HVR区 B.H链恒定区 C.Fab段 D.CH2功能区 E.Fc段,E.Fc段
374,7,1,8,24. DTH皮肤试验阳性与下列物质有关(2.0分),A.IgG抗体、抗原和肥大细胞 B.抗原、抗原致敏的T淋巴细胞和巨噬细胞 C.抗原抗体复合物、补体和中性粒细胞 D.抗体、补体和CK E.抗原、巨噬细胞和补体,B.抗原、抗原致敏的T淋巴细胞和巨噬细胞
