number,grade,module,week,question_stem,choice,correct_answer
1027,9,2,8,4. 下列哪种检查是普查先天性髋关节脱位的最有效方法？ (2.0分),A. "弹进"和"弹出"试验    B.X线检查 C.B超检查 D.  MRI检查,A. "弹进"和"弹出"试验   
671,8,2,8,31. 肩关节前下盂唇撕裂被称为： (3.0分),A.Hill-sachs B.Bankart C.SLAP D.ALPSA,B.Bankart
3139,16,2,8,42. 以下哪个不是艾森克人格问卷的分量表(2.0分),A.E  B.L  C.D D.P,C.D
341,7,2,8,25. 以下哪种影像检查存在图像重叠的现象？(3.0分),A.CT  B.DR  C.超声 D.MRI,B.DR 
666,8,2,8,26. 对于临床怀疑骨质疏松的患者，首选的影像检查方法是： (3.0分),A.CT B.同位素检查 C.DR  D.MRI,C.DR 
1032,9,2,8,9. 桡骨茎突狭窄性腱鞘炎，下列哪一体征为阳性： (2.0分),A.Finkelstein    B.Laseque氏征 C.Allis征   D.Babinski氏征,A.Finkelstein   
652,8,2,8,12. The most common tears of menisci in the surgery are:(3.0分),A.combination tears B.transverse and oblique tears C.tears with cystic menisci D.longitudinal tears,D.longitudinal tears
1053,9,2,8,30. 评价腰椎间盘突出症，最好的检查方法是：(2.0分),A.腰椎侧位片  B.CT轴位断层 C.MRI平扫 D.MRI增强,C.MRI平扫
335,7,2,8,19. 下述哪项造影方法属于无创性检查 (3.0分),A.CT血管造影 B.关节造影 C.MRI血管造影 D.椎间盘造影,C.MRI血管造影
322,7,2,8,6. 股骨头坏死的早期诊断较可靠的方法是： (3.0分),A.B超 B.CT检查 C.X线片检查 D.MR检查,D.MR检查
672,8,2,8,32. 显示半月板组织最佳的MRI成像序列是 (3.0分),A.T1WI  B.T2WI  C.PdWI D.GRE,C.PdWI
653,8,2,8,"13. In Lundberg's classification system, Frozen shoulders in patients who report no inciting event and with no abnormality on examination or plain roentgenograms were designated as _________. (3.0分)",A.Primary frozen shoulder B.secondary frozen shoulder C.early frozen shoulder D.late frozen shoulder,A.Primary frozen shoulder
1028,9,2,8,5. 下列哪种不是先天性髋关节脱位的体征？ (2.0分),A.  Thomas征   B.Ortolani征 C.Allis征 D. Trendelenburg征,A.  Thomas征  
651,8,2,8,11. The Osgood_Schlatter disease is the Osteochondrol disease of the (4.0分),A.tibial tubercle B.head of the femur C.menisci D.epicondyle of the humerus ,A.tibial tubercle
1336,10,2,8,8. 某患儿出生后一个月发现髋关节活动受限，考虑先髋，以下哪种检查不能使用？(2.0分),A.髋关节屈曲外展试验 B.Ortolani及Barbow试验 C.B超检查 D.X线检查,D.X线检查
668,8,2,8,28. 临床怀疑患者左下肢腘动脉闭塞，首选的影像学检查方法是： (3.0分),A.下肢DSA  B.下肢CTA C.下肢MRA  D.下肢增强MRA,B.下肢CTA
2351,13,2,8,5. 下列哪个不是系统性红斑狼疮的特点(3.0分),A.是一组以多系统受累为主的自身免疫性疾病； B.往往以发热、皮疹、关节痛及肾脏受累为表现； C.典型的病理表现为继发性血管炎； D.也可有关节受累，表现为关节侵蚀；,D.也可有关节受累，表现为关节侵蚀；
2415,14,2,8,36. 骨质软化见于下列哪一种情况？(2.5分),A.佝偻病 B.化脓性骨髓炎 C.骨结核 D.老年性骨质疏松,A.佝偻病
3137,16,2,8,40. 关于投射测验，以下不正确的是 (2.0分),A.信度较高  B.可以反映潜意识中的内容       C.可以评估人格 D.测验答案不受限制,A.信度较高 
649,8,2,8,9. 精神分析治疗的基本内容不包括： (3.0分),A.阻抗 B.移情 C.释梦 D.催眠,D.催眠
1338,10,2,8,10. 关于先天性髋关节脱位的治疗，以下说法正确的有：(2.0分),A.先天性髋关节脱位应该尽早治疗，治疗越早，效果越佳。 B.先天性髋关节脱位应在两周岁以后开始治疗，因为部分患儿可自行恢复。 C.先天性髋关节脱位成人期，治疗效果不佳，故主张保守治疗。 D.使用带蹬吊带发治疗，可限制髋关节的所有活动，有利于治疗。,A.先天性髋关节脱位应该尽早治疗，治疗越早，效果越佳。
1701,11,2,8,32. 关于认知治疗，以下不正确的是 (3.0分),A.关注个体童年的创伤经历      B.A.T.贝克的认知疗法早期主要用于治疗抑郁症    C.A.艾利斯是其代表人物之一    D.重视个体对现实事件的评价,A.关注个体童年的创伤经历     
1026,9,2,8,3. 下列哪项不是儿童骨折的常见并发症？ (2.0分),A.慢性骨髓炎 B.关节僵直 C.感染性骨缺损 D.畸形愈合,B.关节僵直
1695,11,2,8,26. 痛风性关节炎与感染性关节炎鉴别的直接有力依据 (3.0分),A.C反应蛋白 B.关节X线或双源CT C.血清尿酸水平 D.关节液检查,D.关节液检查
3123,16,2,8,26. 伴有膝关节畸形.伸屈活动明显受限的骨性关节炎最佳治疗方案是(2.0分),A.关节镜微创技术  B.局部封闭止痛  C.关节置换术 D.保守治疗,C.关节置换术
327,7,2,8,11. CT检查的优势不包括下述哪项？(3.0分),A.具有较高的空间分辨力 B.可以作为穿刺活检的介导手段 C.显示复杂部位的骨折 D.显示软组织结构较好,A.具有较高的空间分辨力
1072,9,2,8,49. 下列哪个不是类风湿关节炎的特点 (2.0分),A.是一组以外周关节受累为主的慢性关节炎； B.关节受累往往可发生骨质破坏； C.典型的病理表现为附着点炎或肌腱端炎； D.也可有中轴关节如脊柱受累；,C.典型的病理表现为附着点炎或肌腱端炎；
670,8,2,8,30. 肩关节损伤中，最常受累的肩袖结构是： (3.0分),A.冈上肌腱  B.冈下肌腱 C.小圆肌腱 D.肩胛下肌腱,A.冈上肌腱 
3138,16,2,8,41. 以下哪项不是检验效度的最常用的方法是 (2.0分),A.结构效度 B.内容效度  C.分半效度  D.效标效度,C.分半效度 
2413,14,2,8,34. 急性骨髓炎的诊断金标准：                          (2.5分),A.化验示血象升高 B.分层穿刺细菌培养 C.X线示骨破坏、分层骨膜增生 D.局部肿胀、压痛、皮温升高,B.分层穿刺细菌培养
669,8,2,8,29. MRI应用于骨肿瘤检查，其最重要的价值在于：(3.0分),A.判断肿瘤侵犯范围 B.了解肿瘤内坏死程度 C.显示肿瘤周围软组织肿块大小 D.明确肿瘤病理性质,A.判断肿瘤侵犯范围
650,8,2,8,10. 关于厌恶疗法，以下不正确的是： (3.0分),A.其理论基础是惩罚作用  B.又称"代币法"    C.可以选择想象的厌恶刺激 D.刺激要达到明确厌恶的水平,B.又称"代币法"   
667,8,2,8,27. 以下哪一项属于功能位摄片： (3.0分),A.胸腰椎全长摄片 B.双下肢负重摄片 C.颈椎双侧斜位摄片 D.下颌骨曲面断层摄片,B.双下肢负重摄片
2007,12,2,8,7. 上述患者最需要进一步检查：(4.0分),A.双手MRI  B.双手X线  C.抗双链DNA抗体 D.肿瘤标记物,B.双手X线 
665,8,2,8,25. X线摄影的优势不包括下述哪一项？ (3.0分),A.患者接受的辐射剂量较低 B.可以显示骨骼的三维结构 C.具有较高的空间分辨力 D.检查能显示骨膜的病理变化,B.可以显示骨骼的三维结构
1069,9,2,8,46. 关于风湿性疾病的发病机制，下列说法正确的是 (2.0分),A.多为遗传性疾病，存在疾病的致病基因； B.由于风湿性疾病患者体内往往存在炎症，故该病多需要抗生素治疗； C.多种细胞因子、蛋白酶及血管内皮细胞参与发病机制，可作为治疗靶点； D.自身抗体往往通过直接致病作用直接导致疾病发生，且一种自身抗体导致一种特异性临床症状。,C.多种细胞因子、蛋白酶及血管内皮细胞参与发病机制，可作为治疗靶点；
2772,15,2,8,30. 关于骨关节炎的临床表现描述错误的是(2.5分),A.多见于老年女性 B.多累及少数关节    C.最常受累的是膝、髋关节 D.指间关节骨关节炎多为原发性,A.多见于老年女性
2023,12,2,8,23. 成骨肉瘤的X线表现下列哪些是错误的(3.0分),A.好发于长骨的骨干 B.不规则的骨质破坏 C.骨膜反应 D.有瘤骨形成,A.好发于长骨的骨干
326,7,2,8,10. 骨关节影像技术选择原则，错误的是：(3.0分),A.选择能对病变作出明确诊断和评价的检查方法，避免不必要的检查； B.需要结合临床材料（如病人年龄、性别、症状及实验室检查等）做出诊断；  C.尽可能选择辐射剂量低、安全性高的检查方法；  D.在尽可能短的检查经过内，以最小的检查费用以及对最小的损害，作出精细的影像诊断。,C.尽可能选择辐射剂量低、安全性高的检查方法； 
2414,14,2,8,35. 急性骨髓炎发病两周内 的x线表现下列那一项不常见？(2.5分),A.皮下脂肪层内出现致密的条纹影 B.皮下组织与肌间的分界模糊 C.肌间隙模糊或消失 D.局限性骨质疏松,D.局限性骨质疏松
330,7,2,8,14. 急性血源性骨髓炎好发部位： (3.0分),A.干骺端 B.骨骺 C.骨干部 D.骨膜,A.干骺端
1692,11,2,8,23. 下列哪个疾病不属于弥漫性结缔组织病(3.0分),A.强直性脊柱炎  B.类风湿关节炎 C.系统性红斑狼疮 D.系统性血管炎,A.强直性脊柱炎 
1334,10,2,8,6. 下列哪项不是髋关节脱位的体征？(2.0分),A.患侧肢体常处于屈曲位，不能伸直 B.双下肢不等长，患侧肢体缩短 C.患侧皮皱增多，会阴部增宽 D.患侧肢体皮肤麻木，感觉异常,D.患侧肢体皮肤麻木，感觉异常
333,7,2,8,17. 下述阿司匹林作用中哪些是错误的？ (3.0分),A.抑制白三烯合成  B.解热镇痛作用  C.抑制血小板聚集  D.抑制前列腺素合成,A.抑制白三烯合成 
2384,14,2,8,5. 下列哪个抗体不属于ANA系列？ (2.5分),A.抗双链DNA抗体 B.抗SSA抗体 C.抗ENA抗体 D.抗CCP抗体,D.抗CCP抗体
324,7,2,8,8. 20岁女性以1个月的发热、多关节痛和颜面皮疹就诊，无关节肿，伴有口腔溃疡，当地医院查血三系减少伴有血沉、C反应蛋白升高，考虑结缔组织病不能除外，确诊需要的最重要的化验检查是： (3.0分),A.抗核抗体系列 B.类风湿因子 C.免疫球蛋白 D.补体,A.抗核抗体系列
1071,9,2,8,48. 患者，女性，18岁，间断发热、多关节痛、脱发和泡沫尿1个月，无关节肿，伴有口腔溃疡，当地医院查中度贫血伴有血沉升高，考虑结缔组织病不能除外，确诊需要的最重要的化验检查是： (2.0分),A.类风湿因子  B.免疫球蛋白 C.抗环瓜氨酸多肽抗体  D.抗核抗体系列,D.抗核抗体系列
2350,13,2,8,4. 以下哪个指标对类风湿关节炎诊断特异性最高 (3.0分),A.类风湿因子 B.抗中性粒细胞胞浆抗体   C.抗核抗体 D.抗环瓜氨酸多肽抗体,D.抗环瓜氨酸多肽抗体
1065,9,2,8,42. 支持疗法的干预措施中， 不包括：(2.0分),A.挖掘幼年体验  B. 善用"资源" C.提高应对能力 D.认知调整 ,A.挖掘幼年体验 
1697,11,2,8,28. 下列不属于行为治疗的心理治疗方法是(3.0分),A.示范疗法 B.满灌疗法 C.支持疗法 D.厌恶疗法,C.支持疗法
1359,10,2,8,31. 行为治疗的目的是： (2.0分),A.纠正不适应的认知模式  B.改变不适应的行为模式   C.重现童年期的心理冲突 D.发挥个人的潜能,B.改变不适应的行为模式  
332,7,2,8,16. 下列哪些不是弥漫性结缔组织病的特点： (3.0分),A.往往激素和免疫抑制剂治疗有效； B.早期治疗可单用非甾体类抗炎药； C.慢性病程，病情迁延反复； D.往往多系统受累，病情复杂难辨；,B.早期治疗可单用非甾体类抗炎药；
1062,9,2,8,39. 下列心理治疗方法中可能产生立竿见影效果的是： (2.0分),A.精神分析疗法   B.暗示疗法    C.系统脱敏疗法 D.森田疗法,B.暗示疗法   
1360,10,2,8,32. 系统脱敏疗法的步骤不包括： (2.0分),A.放松训练 B.列出等级脱敏表    C.暴露于强烈的焦虑环境中  D.放松状态下脱敏,C.暴露于强烈的焦虑环境中 
338,7,2,8,22. 急性化脓性骨髓炎早期的MRI征象不包括：(3.0分),A.死骨形成 B.骨膜下脓肿形成 C.骨髓水肿致信号异常 D.患骨周围软组织肿胀,A.死骨形成
2009,12,2,8,9. 下面哪种病理变化属于类风湿关节炎的基本病理变化： (3.0分),A.肌腱端炎  B.滑膜炎 C.软骨退变 D.血管炎,B.滑膜炎
1029,9,2,8,6. 运动系统检查法，最基本最基础的是(2.0分),A.X检查  B.物理学检查 C.化验检查   D.  关节镜检查,B.物理学检查
2352,13,2,8,6. 患者，男，55岁，1天前劳累后出现右踝关节红肿热痛，夜间发作伴晨起行走困难。无病前外伤、扭伤史。2年前右第一跖趾关节曾有类似发作，约3天后自行缓解，未予诊治。该患者最可能的诊断： (3.0分),A.骨关节炎 B.丹毒  C.痛风性关节炎 D.细菌性关节炎,C.痛风性关节炎
673,8,2,8,33. 椎间盘造影的主要目的是：(3.0分),A.诊断椎间盘突出 B.判断脊髓受压程度  C.判断椎间盘纤维环是否完整   D.确定责任椎间盘,D.确定责任椎间盘
348,7,2,8,32. 下列不是用于治疗类风湿性关节炎的药物是 (3.0分),A.甲氨蝶呤 B.秋水仙碱  C.布洛芬  D.阿司匹林,B.秋水仙碱 
646,8,2,8,"6. 30岁女性主诉一年双腕及双膝关节痛伴颈肩腰背痛，伴晨僵约60分钟，持重及行走下楼均有困难。查体：双腕关节略肿胀，伴有轻度活动受限及压痛，双膝轻度肿胀，活动度可，浮髌征阳性，未及关节摩擦感。查血沉50mm/第1h, CRP30mg/dl，RF56U/L（正常值<25U/L, 抗CCP抗体79IU/L（正常<25U/L），抗核抗体阴性，她最可能的诊断是： (3.0分)",A.骨关节炎 B.类风湿关节炎 C.脊柱关节病 D.痛风性关节炎,B.类风湿关节炎
