,grade,module,week,question_stem,choice,correct_answer
247,6,4,6,1. 对oxytocin（缩宫素）的叙述哪一项不正确？ (4.0分),A.小剂量可加强子宫的节律性收缩 B.大剂量引起子宫强直性收缩 C.其收缩性质与正常分娩相似 D.大剂量适用于催产 E.小剂量适用于催产和引产,D.大剂量适用于催产
248,6,4,6,2. 下列说法哪一个是错的？ (4.0分),A.子宫附件是指卵巢和子宫阔韧带  B.卵巢位于盆腔侧壁，髂内外动脉的夹角内 C.阴道前庭是位于两侧小阴唇之间的裂隙 D.卵巢的固定装置有卵巢悬韧带、卵巢固有韧带 E.前庭大腺开口于阴道前庭,A.子宫附件是指卵巢和子宫阔韧带 
249,6,4,6,3. 男性尿道3个扩大是(3.0分),A.尿道外囗、尿道膜部、尿道内囗 B.舟状窝、尿道球部、尿道海绵体部 C.尿道前列腺部、尿道球部、舟状窝 D.舟状窝、尿道膜部、尿道球部 E.尿道内囗、尿道球部、舟状窝,C.尿道前列腺部、尿道球部、舟状窝
250,6,4,6,4. 过量缩宫素可致子宫平滑肌(3.0分),A.强直性收缩 B.收缩 C.舒张 D.持续性收缩 E.持续性强直收缩,E.持续性强直收缩
251,6,4,6,5. 输精管可分4部，下列哪一个不属于输精管的分部？ (4.0分),A.盆部 B.精索部 C.睾丸部 D.腹股沟管部 E.输精管壶腹部,E.输精管壶腹部
252,6,4,6,6. 下列有关孕激素作用的叙述，正确的是(3.0分),A.子宫发育                          B.促进子宫内膜发生分泌期变化 C.促进子宫内膜发生增生期变化        D.促进并维持女性特征 E.促进子宫收缩,B.促进子宫内膜发生分泌期变化
253,6,4,6,7. 促进睾丸间质细胞合成与分泌睾酮的激素是(4.0分),A.TSH          B.FSH        C.ACTH         D.LH            E.GnRH,D.LH           
254,6,4,6,8. 雄激素结合蛋白是由下列哪种细胞产生的? (3.0分),A.睾丸生精细胞 B.睾丸支持细胞           C.肝细胞      D.睾丸间质细胞       E.睾丸毛细血管内皮细胞,B.睾丸支持细胞          
255,6,4,6,9. Which of the following explains the suppression of lactation during pregnancy? (4.0分),A.Blood levels of estrogen and progesterone are high B.Human placental lactogen levels are too low for milk production to occur C.The fetal adrenal gland does not produce sufficient estriol D.Blood prolactin levels are too low for milk production to occur E.The maternal anterior pituitary is suppressed,A.Blood levels of estrogen and progesterone are high
256,6,4,6,10. Secretion of oxytocin is increased by(3.0分),A.Dilation of the cervix B.Milk ejection C.Increased prolactin levels D.Increased extracellular fluid (ECF) volume E.Increased serum osmolarity,A.Dilation of the cervix
257,6,4,6,11. 雌二醇的化学性质是(3.0分),A.胺类           B.类固醇      C.肽类        D.固醇类      E.蛋白质,B.类固醇     
258,6,4,6,12. 下列关于雌激素生理作用的描述，错误的是(3.0分),A.抑制子宫内膜增生、腺体分泌     B.刺激乳腺导管和结缔组织增生 C.促进阴道上皮细胞增生、角化 D.使输卵管平滑肌活动增强         E.促进肾小管对钠和水的重吸收,A.抑制子宫内膜增生、腺体分泌    
259,6,4,6,13. 睾酮由睾丸的下列哪种细胞分泌?(3.0分),A.支持细胞     B.间质细胞     C.精原细胞       D.精母细胞       E.精子,B.间质细胞    
260,6,4,6,14. 子宫圆韧带功能是： (3.0分),A.固定子宫颈 B.防止子宫向下脱位 C.限制子宫向两侧移动 D.维持子宫前屈 E.维持子宫前倾,E.维持子宫前倾
261,6,4,6,15. 育龄期女子基础体温的双相变化与下列哪种激素有关?(4.0分),A.孕激素         B.雌激素           C.甲状腺激素 D.LH              E.FSH,A.孕激素        
262,6,4,6,16. 孕激素类药物可用于治疗 (3.0分),A.诱发流产 B.先兆流产 C.再生障碍性贫血 D.消耗性疾病等引起的虚弱 E.卵巢功能不全和闭经,B.先兆流产
263,6,4,6,17. 抑制素的化学性质是(3.0分),A.胺类           B.糖蛋白 C.肽类           D.类固醇             E.蛋白质,B.糖蛋白
264,6,4,6,"18. If a young woman has high plasma levels of T3, cortisol, and renin activity but her blood pressure is only slightly elevated and she has no symptoms or signs of thyrotoxicosis or Cushing's syndrome, the most likely explanation is that(3.0分)",A.She has been treated with TSH and ACTH B.She is in the third trimester of pregnancy C.She has been treated with T3 and cortisol D.She has an adrenocortical tumor E.She has been subjected to chronic stress,B.She is in the third trimester of pregnancy
265,6,4,6,19. 雌激素类的药理作用中，不包括 (3.0分),A.促进女性性器官的发育和成熟，维持女性第二性征。 B.增强子宫平滑肌对缩宫素的敏感性 C.使阴道上皮增生，浅表层细胞角化  D.能明显促进蛋白质合成，减少蛋白质分解 E.较大剂量时可抑制下丘脑-垂体系统释放GnRH,D.能明显促进蛋白质合成，减少蛋白质分解
266,6,4,6,20. 短效和长效口服避孕药主要作用机制是 (3.0分),A.主要使子宫内膜发生各种功能和形态变化，阻碍孕卵着床 B.含有雌激素和孕激素，能协同作用而抑制排卵 C.发挥杀灭精子的作用；同时，可形成黏液，阻碍精子运动 D.拮抗孕激素活性，破坏蜕膜，诱发流产 E.拮抗雌激素受体，抑制或减弱雌激素的作用,B.含有雌激素和孕激素，能协同作用而抑制排卵
267,6,4,6,21. 抑制素是由睾丸的哪种细胞分泌的? (4.0分),A.间质细胞       B.精母细胞       C.精原细胞 D.支持细胞           E.精子,D.支持细胞          
268,6,4,6,22. 有关雄激素类药物特点的叙述，以下哪一项是错误的？ (3.0分),A.可抑制骨髓造血功能，使红细胞生成减少 B.女性长期应用后，可出现痤疮等男性化改变 C.促进蛋白质合成(同化作用)，减少蛋白质分解(异化作用) D.可用于功能性子宫出血的治疗 E.有些药物可干扰肝内毛细胆管的排泄功能，引起胆汁淤积性黄疸,A.可抑制骨髓造血功能，使红细胞生成减少
269,6,4,6,23. 下列哪个药物适用于催产和引产 (4.0分),A.Ergotoxine（麦角毒） B.Ergometrine（麦角新碱） C.Pituitrin（垂体后叶素） D.Oxytocin（缩宫素） E.Ergotamine（麦角胺）,D.Oxytocin（缩宫素）
270,6,4,6,24. 排卵前，血中LH出现高峰的原因是(4.0分),A.FSH的促进作用 B.血中雌激素对腺垂体的正反馈作用 C.血中雌激素和孕激素共同的作用 D.血中孕激素对腺垂体的正反馈作用 E.少量LH本身的短反馈作用,B.血中雌激素对腺垂体的正反馈作用
271,6,4,6,25. 子宫平滑肌抑制药用于 (3.0分),A.催产 B.治疗闭经 C.治疗产后出血 D.治疗痛经 E.人工流产,D.治疗痛经
272,6,4,6,26. 小剂量缩宫素可用于 (3.0分),A.催产，引产 B.产后止血 C.催产 D.催产，泌乳 E.催产，止血,A.催产，引产
273,6,4,6,27. 男性输精管道不包括：(3.0分),A.附睾 B.精曲小管 C.输精管 D.射精管 E.男性尿道,B.精曲小管
274,6,4,6,28. 较大剂量缩宫素可用于(3.0分),A.泌乳 B.产后止血 C.引产 D.催产 E.催产，引产,B.产后止血
275,6,4,6,29. 麦角新碱不具有下述哪种作用(4.0分),A.子宫兴奋 B.大剂量收缩血管内皮细胞 C.收缩静脉 D.收缩动脉 E.阻断α 受体,E.阻断α 受体
276,6,4,6,30. 麦角生物碱在临床不能用于(3.0分),A.加速产后子宫复原 B.催产，引产 C.治疗子宫出血 D.偏头痛 E.冬眠合剂的配伍成分,B.催产，引产
627,7,4,6,1. 子宫阔韧带功能是： (2.0分),A.防止子宫向下脱位 B.固定子宫颈 C.维持子宫前屈 D.限制子宫向两侧移动 E.维持子宫前倾,D.限制子宫向两侧移动
628,7,4,6,2. 大剂量孕激素的适应症是：(2.0分),A.痛经  B.功能性子宫出血 C.子宫内膜腺癌  D.子宫内膜异位症  E.先兆流产和习惯性流产,C.子宫内膜腺癌 
629,7,4,6,3. 输卵管分四部: 下列哪一个不属于输卵管的分部？ (2.0分),A.输卵管壶腹 B.输卵管峡 C.输卵管子宫部 D.输卵管伞  E.输卵管漏斗,D.输卵管伞 
630,7,4,6,4. 排卵前，血中LH出现高峰的原因是(2.0分),A.FSH的促进作用 B.血中雌激素和孕激素共同的作用 C.血中孕激素对腺垂体的正反馈作用 D.血中雌激素对腺垂体的正反馈作用 E.少量LH本身的短反馈作用,D.血中雌激素对腺垂体的正反馈作用
631,7,4,6,5. 晚期胎传梅毒的症状多发于＿＿。(2.0分),A.儿童及青春期 B.婴儿期 C.老年期 D.中年期 E.妊娠期,A.儿童及青春期
632,7,4,6,6. hCG的化学结构和生理作用与下列哪种激素基本相似? (2.0分),A.PRL B.FSH C.LH  D.hCS E.GnRH,C.LH 
